episode_id,method,success,cost,gate_crossings,expansions,pruned_commitments,zones,nodes,objects,certificates,failure_reason
40,exact_lifted_astar,1,20,,49,0,4,23,6,3,success
40,scp_cut_obligations,1,20,,35,1,4,23,6,3,success
41,greedy_local,0,,4,28,0,6,33,7,5,attempted_reverse_or_nonexistent_committed_edge
41,relaxed_agenda,0,,4,264,0,6,33,7,5,attempted_reverse_or_nonexistent_committed_edge
41,exact_lifted_astar,1,28,,752,0,6,33,7,5,success
41,scp_cut_obligations,1,28,,70,7,6,33,7,5,success
42,greedy_local,0,,6,91,0,8,44,13,7,attempted_reverse_or_nonexistent_committed_edge
42,relaxed_agenda,0,,6,616,0,8,44,13,7,attempted_reverse_or_nonexistent_committed_edge
42,exact_lifted_astar,1,40,,1255,0,8,44,13,7,success
42,scp_cut_obligations,1,40,,93,10,8,44,13,7,success
43,greedy_local,0,,3,15,0,4,23,5,3,attempted_reverse_or_nonexistent_committed_edge
43,relaxed_agenda,0,,3,138,0,4,23,5,3,attempted_reverse_or_nonexistent_committed_edge
43,exact_lifted_astar,1,19,,158,0,4,23,5,3,success
43,scp_cut_obligations,1,19,,48,4,4,23,5,3,success
44,greedy_local,0,,3,15,0,4,22,5,3,attempted_reverse_or_nonexistent_committed_edge
44,relaxed_agenda,0,,3,132,0,4,22,5,3,attempted_reverse_or_nonexistent_committed_edge
44,exact_lifted_astar,1,20,,44,0,4,22,5,3,success
44,scp_cut_obligations,1,20,,31,1,4,22,5,3,success
45,greedy_local,1,19,3,15,0,4,22,5,3,success
45,relaxed_agenda,0,,3,132,0,4,22,5,3,attempted_reverse_or_nonexistent_committed_edge
45,exact_lifted_astar,1,19,,41,0,4,22,5,3,success
45,scp_cut_obligations,1,19,,31,1,4,22,5,3,success
46,greedy_local,1,35,7,45,0,8,41,9,7,success
46,relaxed_agenda,0,,6,410,0,8,41,9,7,attempted_reverse_or_nonexistent_committed_edge
46,exact_lifted_astar,1,35,,651,0,8,41,9,7,success
46,scp_cut_obligations,1,35,,78,6,8,41,9,7,success
47,greedy_local,1,16,3,15,0,4,19,5,3,success
47,relaxed_agenda,0,,3,114,0,4,19,5,3,attempted_reverse_or_nonexistent_committed_edge
47,exact_lifted_astar,1,16,,42,0,4,19,5,3,success
47,scp_cut_obligations,1,16,,25,1,4,19,5,3,success
48,greedy_local,0,,5,28,0,6,35,7,5,attempted_reverse_or_nonexistent_committed_edge
48,relaxed_agenda,0,,5,280,0,6,35,7,5,attempted_reverse_or_nonexistent_committed_edge
48,exact_lifted_astar,1,31,,156,0,6,35,7,5,success
48,scp_cut_obligations,1,31,,54,3,6,35,7,5,success
49,greedy_local,1,32,5,36,0,6,37,8,5,success
49,relaxed_agenda,0,,5,333,0,6,37,8,5,attempted_reverse_or_nonexistent_committed_edge
49,exact_lifted_astar,1,32,,274,0,6,37,8,5,success
49,scp_cut_obligations,1,32,,68,5,6,37,8,5,success
50,greedy_local,0,,7,78,0,8,41,12,7,attempted_reverse_or_nonexistent_committed_edge
50,relaxed_agenda,0,,7,533,0,8,41,12,7,attempted_reverse_or_nonexistent_committed_edge
50,exact_lifted_astar,1,38,,585,0,8,41,12,7,success
50,scp_cut_obligations,1,38,,73,4,8,41,12,7,success
51,greedy_local,0,,7,55,0,8,46,10,7,attempted_reverse_or_nonexistent_committed_edge
51,relaxed_agenda,0,,7,506,0,8,46,10,7,attempted_reverse_or_nonexistent_committed_edge
51,exact_lifted_astar,1,38,,2348,0,8,46,10,7,success
51,scp_cut_obligations,1,38,,79,8,8,46,10,7,success
52,greedy_local,1,24,4,15,0,5,30,5,4,success
52,relaxed_agenda,0,,3,180,0,5,30,5,4,attempted_reverse_or_nonexistent_committed_edge
52,exact_lifted_astar,1,24,,37,0,5,30,5,4,success
52,scp_cut_obligations,1,24,,37,0,5,30,5,4,success
53,greedy_local,0,,6,78,0,7,33,12,6,attempted_reverse_or_nonexistent_committed_edge
53,relaxed_agenda,0,,6,429,0,7,33,12,6,attempted_reverse_or_nonexistent_committed_edge
53,exact_lifted_astar,1,32,,135,0,7,33,12,6,success
53,scp_cut_obligations,1,32,,60,4,7,33,12,6,success
54,greedy_local,1,14,3,10,0,4,17,4,3,success
54,relaxed_agenda,0,,3,85,0,4,17,4,3,attempted_reverse_or_nonexistent_committed_edge
54,exact_lifted_astar,1,14,,21,0,4,17,4,3,success
54,scp_cut_obligations,1,14,,21,0,4,17,4,3,success
55,greedy_local,1,39,7,45,0,8,46,9,7,success
55,relaxed_agenda,0,,6,460,0,8,46,9,7,attempted_reverse_or_nonexistent_committed_edge
55,exact_lifted_astar,1,39,,466,0,8,46,9,7,success
55,scp_cut_obligations,1,39,,72,6,8,46,9,7,success
56,greedy_local,0,,5,36,0,7,40,8,6,attempted_reverse_or_nonexistent_committed_edge
56,relaxed_agenda,0,,5,360,0,7,40,8,6,attempted_reverse_or_nonexistent_committed_edge
56,exact_lifted_astar,1,33,,547,0,7,40,8,6,success
56,scp_cut_obligations,1,33,,70,6,7,40,8,6,success
57,greedy_local,0,,4,36,0,6,32,8,5,attempted_reverse_or_nonexistent_committed_edge
57,relaxed_agenda,0,,4,288,0,6,32,8,5,attempted_reverse_or_nonexistent_committed_edge
57,exact_lifted_astar,1,25,,571,0,6,32,8,5,success
57,scp_cut_obligations,1,25,,79,9,6,32,8,5,success
58,greedy_local,0,,7,78,0,8,44,12,7,attempted_reverse_or_nonexistent_committed_edge
58,relaxed_agenda,0,,7,572,0,8,44,12,7,attempted_reverse_or_nonexistent_committed_edge
58,exact_lifted_astar,1,36,,1591,0,8,44,12,7,success
58,scp_cut_obligations,1,36,,93,10,8,44,12,7,success
59,greedy_local,1,38,7,78,0,8,46,12,7,success
59,relaxed_agenda,0,,7,598,0,8,46,12,7,attempted_reverse_or_nonexistent_committed_edge
59,exact_lifted_astar,1,38,,219,0,8,46,12,7,success
59,scp_cut_obligations,1,38,,79,2,8,46,12,7,success
60,greedy_local,1,22,3,21,0,4,25,6,3,success
60,relaxed_agenda,0,,3,175,0,4,25,6,3,attempted_reverse_or_nonexistent_committed_edge
60,exact_lifted_astar,1,22,,87,0,4,25,6,3,success
60,scp_cut_obligations,1,22,,51,3,4,25,6,3,success
61,greedy_local,0,,6,55,0,8,49,10,7,attempted_reverse_or_nonexistent_committed_edge
61,relaxed_agenda,0,,6,539,0,8,49,10,7,attempted_reverse_or_nonexistent_committed_edge
61,exact_lifted_astar,1,40,,807,0,8,49,10,7,success
61,scp_cut_obligations,1,40,,88,7,8,49,10,7,success
62,greedy_local,0,,6,45,0,7,38,9,6,attempted_reverse_or_nonexistent_committed_edge
62,relaxed_agenda,0,,6,380,0,7,38,9,6,attempted_reverse_or_nonexistent_committed_edge
62,exact_lifted_astar,1,31,,489,0,7,38,9,6,success
62,scp_cut_obligations,1,31,,68,5,7,38,9,6,success
63,greedy_local,0,,6,66,0,7,39,11,6,attempted_reverse_or_nonexistent_committed_edge
63,relaxed_agenda,0,,6,468,0,7,39,11,6,attempted_reverse_or_nonexistent_committed_edge
63,exact_lifted_astar,1,33,,1878,0,7,39,11,6,success
63,scp_cut_obligations,1,33,,78,7,7,39,11,6,success
64,greedy_local,1,20,3,21,0,4,25,6,3,success
64,relaxed_agenda,0,,3,175,0,4,25,6,3,attempted_reverse_or_nonexistent_committed_edge
64,exact_lifted_astar,1,19,,57,0,4,25,6,3,success
64,scp_cut_obligations,1,19,,46,3,4,25,6,3,success
65,greedy_local,0,,2,10,0,4,25,4,3,attempted_reverse_or_nonexistent_committed_edge
65,relaxed_agenda,0,,2,125,0,4,25,4,3,attempted_reverse_or_nonexistent_committed_edge
65,exact_lifted_astar,1,18,,59,0,4,25,4,3,success
65,scp_cut_obligations,1,18,,33,2,4,25,4,3,success
66,greedy_local,1,25,4,10,0,5,27,4,4,success
66,relaxed_agenda,0,,3,135,0,5,27,4,4,attempted_reverse_or_nonexistent_committed_edge
66,exact_lifted_astar,1,25,,81,0,5,27,4,4,success
66,scp_cut_obligations,1,25,,36,2,5,27,4,4,success
67,greedy_local,0,,3,21,0,4,24,6,3,attempted_reverse_or_nonexistent_committed_edge
67,relaxed_agenda,0,,3,168,0,4,24,6,3,attempted_reverse_or_nonexistent_committed_edge
67,exact_lifted_astar,1,17,,88,0,4,24,6,3,success
67,scp_cut_obligations,1,17,,37,2,4,24,6,3,success
68,greedy_local,1,18,4,15,0,5,26,5,4,success
68,relaxed_agenda,0,,3,156,0,5,26,5,4,attempted_reverse_or_nonexistent_committed_edge
68,exact_lifted_astar,1,18,,121,0,5,26,5,4,success
68,scp_cut_obligations,1,18,,39,4,5,26,5,4,success
69,greedy_local,0,,4,28,0,6,31,7,5,attempted_reverse_or_nonexistent_committed_edge
69,relaxed_agenda,0,,4,248,0,6,31,7,5,attempted_reverse_or_nonexistent_committed_edge
69,exact_lifted_astar,1,28,,247,0,6,31,7,5,success
69,scp_cut_obligations,1,28,,54,5,6,31,7,5,success
70,greedy_local,0,,6,55,0,8,44,10,7,attempted_reverse_or_nonexistent_committed_edge
70,relaxed_agenda,0,,6,484,0,8,44,10,7,attempted_reverse_or_nonexistent_committed_edge
70,exact_lifted_astar,1,35,,468,0,8,44,10,7,success
70,scp_cut_obligations,1,35,,80,7,8,44,10,7,success
71,greedy_local,1,37,7,91,0,8,40,13,7,success
71,relaxed_agenda,0,,7,560,0,8,40,13,7,attempted_reverse_or_nonexistent_committed_edge
71,exact_lifted_astar,1,37,,803,0,8,40,13,7,success
71,scp_cut_obligations,1,37,,85,7,8,40,13,7,success
72,greedy_local,0,,5,45,0,6,31,9,5,attempted_reverse_or_nonexistent_committed_edge
72,relaxed_agenda,0,,5,310,0,6,31,9,5,attempted_reverse_or_nonexistent_committed_edge
72,exact_lifted_astar,1,29,,411,0,6,31,9,5,success
72,scp_cut_obligations,1,29,,58,6,6,31,9,5,success
73,greedy_local,1,32,5,28,0,6,40,7,5,success
73,relaxed_agenda,0,,4,320,0,6,40,7,5,attempted_reverse_or_nonexistent_committed_edge
73,exact_lifted_astar,1,32,,457,0,6,40,7,5,success
73,scp_cut_obligations,1,32,,82,6,6,40,7,5,success
74,greedy_local,0,,5,45,0,6,36,9,5,attempted_reverse_or_nonexistent_committed_edge
74,relaxed_agenda,0,,5,360,0,6,36,9,5,attempted_reverse_or_nonexistent_committed_edge
74,exact_lifted_astar,1,34,,383,0,6,36,9,5,success
74,scp_cut_obligations,1,34,,63,4,6,36,9,5,success
75,greedy_local,0,,6,55,0,7,34,10,6,attempted_reverse_or_nonexistent_committed_edge
75,relaxed_agenda,0,,6,374,0,7,34,10,6,attempted_reverse_or_nonexistent_committed_edge
75,exact_lifted_astar,1,32,,437,0,7,34,10,6,success
75,scp_cut_obligations,1,32,,69,5,7,34,10,6,success
76,greedy_local,1,20,4,15,0,5,29,5,4,success
76,relaxed_agenda,0,,3,174,0,5,29,5,4,attempted_reverse_or_nonexistent_committed_edge
76,exact_lifted_astar,1,20,,57,0,5,29,5,4,success
76,scp_cut_obligations,1,20,,39,2,5,29,5,4,success
77,greedy_local,1,21,3,10,0,4,26,4,3,success
77,relaxed_agenda,0,,2,130,0,4,26,4,3,attempted_reverse_or_nonexistent_committed_edge
77,exact_lifted_astar,1,21,,71,0,4,26,4,3,success
77,scp_cut_obligations,1,21,,36,2,4,26,4,3,success
78,greedy_local,0,,3,15,0,4,20,5,3,attempted_reverse_or_nonexistent_committed_edge
78,relaxed_agenda,0,,3,120,0,4,20,5,3,attempted_reverse_or_nonexistent_committed_edge
78,exact_lifted_astar,1,17,,79,0,4,20,5,3,success
78,scp_cut_obligations,1,17,,31,2,4,20,5,3,success
79,greedy_local,1,20,4,15,0,5,25,5,4,success
79,relaxed_agenda,0,,3,150,0,5,25,5,4,attempted_reverse_or_nonexistent_committed_edge
79,exact_lifted_astar,1,20,,93,0,5,25,5,4,success
79,scp_cut_obligations,1,20,,39,3,5,25,5,4,success
80,greedy_local,1,22,4,21,0,5,27,6,4,success
80,relaxed_agenda,0,,3,189,0,5,27,6,4,attempted_reverse_or_nonexistent_committed_edge
80,exact_lifted_astar,1,22,,33,0,5,27,6,4,success
80,scp_cut_obligations,1,22,,31,1,5,27,6,4,success
81,greedy_local,0,,3,28,0,4,24,7,3,attempted_reverse_or_nonexistent_committed_edge
81,relaxed_agenda,0,,3,192,0,4,24,7,3,attempted_reverse_or_nonexistent_committed_edge
81,exact_lifted_astar,1,23,,123,0,4,24,7,3,success
81,scp_cut_obligations,1,23,,45,2,4,24,7,3,success
82,greedy_local,0,,3,15,0,4,21,5,3,attempted_reverse_or_nonexistent_committed_edge
82,relaxed_agenda,0,,3,126,0,4,21,5,3,attempted_reverse_or_nonexistent_committed_edge
82,exact_lifted_astar,1,16,,143,0,4,21,5,3,success
82,scp_cut_obligations,1,16,,40,5,4,21,5,3,success
83,greedy_local,1,28,5,36,0,6,32,8,5,success
83,relaxed_agenda,0,,5,288,0,6,32,8,5,attempted_reverse_or_nonexistent_committed_edge
83,exact_lifted_astar,1,28,,214,0,6,32,8,5,success
83,scp_cut_obligations,1,28,,57,4,6,32,8,5,success
84,greedy_local,1,36,7,66,0,8,38,11,7,success
84,relaxed_agenda,0,,6,456,0,8,38,11,7,attempted_reverse_or_nonexistent_committed_edge
84,exact_lifted_astar,1,36,,352,0,8,38,11,7,success
84,scp_cut_obligations,1,36,,74,7,8,38,11,7,success
85,greedy_local,0,,2,10,0,4,25,4,3,attempted_reverse_or_nonexistent_committed_edge
85,relaxed_agenda,0,,2,125,0,4,25,4,3,attempted_reverse_or_nonexistent_committed_edge
85,exact_lifted_astar,1,18,,39,0,4,25,4,3,success
85,scp_cut_obligations,1,18,,33,1,4,25,4,3,success
86,greedy_local,0,,7,66,0,8,50,11,7,attempted_reverse_or_nonexistent_committed_edge
86,relaxed_agenda,0,,7,600,0,8,50,11,7,attempted_reverse_or_nonexistent_committed_edge
86,exact_lifted_astar,1,44,,1171,0,8,50,11,7,success
86,scp_cut_obligations,1,44,,90,6,8,50,11,7,success
87,greedy_local,1,25,4,36,0,5,27,8,4,success
87,relaxed_agenda,0,,4,243,0,5,27,8,4,attempted_reverse_or_nonexistent_committed_edge
87,exact_lifted_astar,1,25,,362,0,5,27,8,4,success
87,scp_cut_obligations,1,25,,53,5,5,27,8,4,success
88,greedy_local,1,25,4,21,0,5,26,6,4,success
88,relaxed_agenda,0,,3,182,0,5,26,6,4,attempted_reverse_or_nonexistent_committed_edge
88,exact_lifted_astar,1,25,,142,0,5,26,6,4,success
88,scp_cut_obligations,1,25,,47,5,5,26,6,4,success
89,greedy_local,1,19,3,45,0,4,21,9,3,success
89,relaxed_agenda,0,,3,210,0,4,21,9,3,attempted_reverse_or_nonexistent_committed_edge
89,exact_lifted_astar,1,19,,77,0,4,21,9,3,success
89,scp_cut_obligations,1,19,,44,2,4,21,9,3,success
90,greedy_local,0,,3,28,0,4,22,7,3,attempted_reverse_or_nonexistent_committed_edge
90,relaxed_agenda,0,,3,176,0,4,22,7,3,attempted_reverse_or_nonexistent_committed_edge
90,exact_lifted_astar,1,20,,369,0,4,22,7,3,success
90,scp_cut_obligations,1,20,,57,7,4,22,7,3,success
91,greedy_local,0,,5,28,0,6,27,7,5,attempted_reverse_or_nonexistent_committed_edge
91,relaxed_agenda,0,,5,216,0,6,27,7,5,attempted_reverse_or_nonexistent_committed_edge
91,exact_lifted_astar,1,22,,128,0,6,27,7,5,success
91,scp_cut_obligations,1,22,,40,3,6,27,7,5,success
