family,map_size,extraction_noise,seed,policy,success,cost,expansions,true_cuts,false_positive_cuts,false_negative_cuts
geometry_proxy,20,0.05,23,scp_conservative,0.99325,39.1125,305.3125,9,0.0675,0.5625
geometry_proxy,20,0.05,23,scp_aggressive,0.8488,35.8,183.15,9,0.54,0.1575
geometry_proxy,20,0.05,23,exact_grid_lifted,1.0,39.6,1780,9,0,0
geometry_proxy,20,0.05,23,relaxed_grid,0.2875,10.292499999999999,200,9,0,9
geometry_proxy,20,0.05,23,local_replan,0.471,18.84,260,9,0,9
geometry_proxy,20,0.05,24,scp_extracted,0.9748,36.342,239.8,7,0.15750000000000003,0.28
geometry_proxy,20,0.05,24,scp_conservative,0.99475,38.0875,299.6875,7,0.052500000000000005,0.43750000000000006
geometry_proxy,20,0.05,24,scp_aggressive,0.8824,34.95,182.45,7,0.42000000000000004,0.1225
geometry_proxy,20,0.05,24,exact_grid_lifted,1.0,38.699999999999996,1710,7,0,0
geometry_proxy,20,0.05,24,relaxed_grid,0.2875,10.048125,200,7,0,7
geometry_proxy,20,0.05,24,local_replan,0.471,18.369,260,7,0,7
geometry_proxy,20,0.05,25,scp_extracted,0.982,42.63,237.0,5,0.1125,0.2
geometry_proxy,20,0.05,25,scp_conservative,0.99625,45.0625,294.0625,5,0.0375,0.3125
geometry_proxy,20,0.05,25,scp_aggressive,0.916,40.9,181.75,5,0.3,0.0875
geometry_proxy,20,0.05,25,exact_grid_lifted,1.0,45.0,2200,5,0,0
geometry_proxy,20,0.05,25,relaxed_grid,0.2875,11.75875,200,5,0,5
geometry_proxy,20,0.05,25,local_replan,0.471,21.666,260,5,0,5
geometry_proxy,20,0.05,26,scp_extracted,0.964,39.06,244.0,10,0.225,0.4
geometry_proxy,20,0.05,26,scp_conservative,0.9925,41.125,308.125,10,0.075,0.625
geometry_proxy,20,0.05,26,scp_aggressive,0.832,37.5,183.5,10,0.6,0.175
geometry_proxy,20,0.05,26,exact_grid_lifted,1.0,41.4,1920,10,0,0
geometry_proxy,20,0.05,26,relaxed_grid,0.2875,10.78125,200,10,0,10
geometry_proxy,20,0.05,26,local_replan,0.471,19.782,260,10,0,10
geometry_proxy,20,0.05,27,scp_extracted,0.9748,39.942,239.8,7,0.15750000000000003,0.28
geometry_proxy,20,0.05,27,scp_conservative,0.99475,42.0875,299.6875,7,0.052500000000000005,0.43750000000000006
geometry_proxy,20,0.05,27,scp_aggressive,0.8824,38.35,182.45,7,0.42000000000000004,0.1225
geometry_proxy,20,0.05,27,exact_grid_lifted,1.0,42.3,1990,7,0,0
geometry_proxy,20,0.05,27,relaxed_grid,0.2875,11.025625,200,7,0,7
geometry_proxy,20,0.05,27,local_replan,0.471,20.253,260,7,0,7
geometry_proxy,20,0.05,28,scp_extracted,0.9568,36.372,246.8,12,0.2700000000000001,0.4800000000000001
geometry_proxy,20,0.05,28,scp_conservative,0.991,38.15,313.75,12,0.09000000000000001,0.7500000000000001
geometry_proxy,20,0.05,28,scp_aggressive,0.7984,34.95,184.2,12,0.7200000000000001,0.21000000000000002
geometry_proxy,20,0.05,28,exact_grid_lifted,1.0,38.699999999999996,1710,12,0,0
geometry_proxy,20,0.05,28,relaxed_grid,0.2875,10.048125,200,12,0,12
geometry_proxy,20,0.05,28,local_replan,0.471,18.369,260,12,0,12
geometry_proxy,20,0.05,29,scp_extracted,0.9676,38.154,242.6,9,0.2025,0.36000000000000004
geometry_proxy,20,0.05,29,scp_conservative,0.99325,40.1125,305.3125,9,0.0675,0.5625
geometry_proxy,20,0.05,29,scp_aggressive,0.8488,36.65,183.15,9,0.54,0.1575
geometry_proxy,20,0.05,29,exact_grid_lifted,1.0,40.5,1850,9,0,0
geometry_proxy,20,0.05,29,relaxed_grid,0.2875,10.536874999999998,200,9,0,9
geometry_proxy,20,0.05,29,local_replan,0.471,19.311,260,9,0,9
geometry_proxy,20,0.1,0,scp_extracted,0.9208,40.032,260.8,11,0.49500000000000005,0.8800000000000001
geometry_proxy,20,0.1,0,scp_conservative,0.9835,42.275,341.875,11,0.165,1.375
geometry_proxy,20,0.1,0,scp_aggressive,0.6304,38.35,187.7,11,1.32,0.385
geometry_proxy,20,0.1,0,exact_grid_lifted,1.0,42.3,1990,11,0,0
geometry_proxy,20,0.1,0,relaxed_grid,0.27499999999999997,10.546249999999999,200,11,0,11
geometry_proxy,20,0.1,0,local_replan,0.46199999999999997,19.866,260,11,0,11
geometry_proxy,20,0.1,1,scp_extracted,0.9424,37.296,252.4,8,0.36000000000000004,0.6400000000000001
geometry_proxy,20,0.1,1,scp_conservative,0.988,39.2,325.0,8,0.12,1.0
geometry_proxy,20,0.1,1,scp_aggressive,0.7312,35.8,185.6,8,0.96,0.27999999999999997
geometry_proxy,20,0.1,1,exact_grid_lifted,1.0,39.6,1780,8,0,0
geometry_proxy,20,0.1,1,relaxed_grid,0.27499999999999997,9.844999999999999,200,8,0,8
geometry_proxy,20,0.1,1,local_replan,0.46199999999999997,18.479999999999997,260,8,0,8
geometry_proxy,20,0.1,2,scp_extracted,0.9496,35.484,249.6,7,0.31500000000000006,0.56
geometry_proxy,20,0.1,2,scp_conservative,0.9895,37.175,319.375,7,0.10500000000000001,0.8750000000000001
geometry_proxy,20,0.1,2,scp_aggressive,0.7647999999999999,34.1,184.9,7,0.8400000000000001,0.245
geometry_proxy,20,0.1,2,exact_grid_lifted,1.0,37.8,1640,7,0,0
geometry_proxy,20,0.1,2,relaxed_grid,0.27499999999999997,9.3775,200,7,0,7
geometry_proxy,20,0.1,2,local_replan,0.46199999999999997,17.555999999999997,260,7,0,7
geometry_proxy,20,0.1,3,scp_extracted,0.9496,41.784000000000006,249.6,7,0.31500000000000006,0.56
geometry_proxy,20,0.1,3,scp_conservative,0.9895,44.175,319.375,7,0.10500000000000001,0.8750000000000001
geometry_proxy,20,0.1,3,scp_aggressive,0.7647999999999999,40.05,184.9,7,0.8400000000000001,0.245
geometry_proxy,20,0.1,3,exact_grid_lifted,1.0,44.1,2130,7,0,0
geometry_proxy,20,0.1,3,relaxed_grid,0.27499999999999997,11.013749999999998,200,7,0,7
geometry_proxy,20,0.1,3,local_replan,0.46199999999999997,20.79,260,7,0,7
geometry_proxy,20,0.1,4,scp_extracted,0.9064,41.856,266.4,13,0.5850000000000001,1.04
geometry_proxy,20,0.1,4,scp_conservative,0.9805,44.325,353.125,13,0.195,1.625
geometry_proxy,20,0.1,4,scp_aggressive,0.5631999999999999,40.05,189.1,13,1.56,0.45499999999999996
geometry_proxy,20,0.1,4,exact_grid_lifted,1.0,44.1,2130,13,0,0
geometry_proxy,20,0.1,4,relaxed_grid,0.27499999999999997,11.013749999999998,200,13,0,13
geometry_proxy,20,0.1,4,local_replan,0.46199999999999997,20.79,260,13,0,13
geometry_proxy,20,0.1,5,scp_extracted,0.9136,37.344,263.6,12,0.5400000000000001,0.9600000000000002
geometry_proxy,20,0.1,5,scp_conservative,0.982,39.3,347.5,12,0.18000000000000002,1.5000000000000002
geometry_proxy,20,0.1,5,scp_aggressive,0.5968,35.8,188.4,12,1.4400000000000002,0.42000000000000004
geometry_proxy,20,0.1,5,exact_grid_lifted,1.0,39.6,1780,12,0,0
geometry_proxy,20,0.1,5,relaxed_grid,0.27499999999999997,9.844999999999999,200,12,0,12
geometry_proxy,20,0.1,5,local_replan,0.46199999999999997,18.479999999999997,260,12,0,12
geometry_proxy,20,0.1,6,scp_extracted,0.9496,40.884,249.6,7,0.31500000000000006,0.56
geometry_proxy,20,0.1,6,scp_conservative,0.9895,43.175,319.375,7,0.10500000000000001,0.8750000000000001
geometry_proxy,20,0.1,6,scp_aggressive,0.7647999999999999,39.2,184.9,7,0.8400000000000001,0.245
geometry_proxy,20,0.1,6,exact_grid_lifted,1.0,43.199999999999996,2060,7,0,0
geometry_proxy,20,0.1,6,relaxed_grid,0.27499999999999997,10.78,200,7,0,7
geometry_proxy,20,0.1,6,local_replan,0.46199999999999997,20.328,260,7,0,7
geometry_proxy,20,0.1,7,scp_extracted,0.9064,40.056,266.4,13,0.5850000000000001,1.04
geometry_proxy,20,0.1,7,scp_conservative,0.9805,42.325,353.125,13,0.195,1.625
geometry_proxy,20,0.1,7,scp_aggressive,0.5631999999999999,38.35,189.1,13,1.56,0.45499999999999996
geometry_proxy,20,0.1,7,exact_grid_lifted,1.0,42.3,1990,13,0,0
geometry_proxy,20,0.1,7,relaxed_grid,0.27499999999999997,10.546249999999999,200,13,0,13
geometry_proxy,20,0.1,7,local_replan,0.46199999999999997,19.866,260,13,0,13
geometry_proxy,20,0.1,8,scp_extracted,0.9208,39.132,260.8,11,0.49500000000000005,0.8800000000000001
geometry_proxy,20,0.1,8,scp_conservative,0.9835,41.275,341.875,11,0.165,1.375
geometry_proxy,20,0.1,8,scp_aggressive,0.6304,37.5,187.7,11,1.32,0.385
geometry_proxy,20,0.1,8,exact_grid_lifted,1.0,41.4,1920,11,0,0
geometry_proxy,20,0.1,8,relaxed_grid,0.27499999999999997,10.312499999999998,200,11,0,11
geometry_proxy,20,0.1,8,local_replan,0.46199999999999997,19.404,260,11,0,11
geometry_proxy,20,0.1,9,scp_extracted,0.9208,37.332,260.8,11,0.49500000000000005,0.8800000000000001
geometry_proxy,20,0.1,9,scp_conservative,0.9835,39.275,341.875,11,0.165,1.375
geometry_proxy,20,0.1,9,scp_aggressive,0.6304,35.8,187.7,11,1.32,0.385
geometry_proxy,20,0.1,9,exact_grid_lifted,1.0,39.6,1780,11,0,0
geometry_proxy,20,0.1,9,relaxed_grid,0.27499999999999997,9.844999999999999,200,11,0,11
geometry_proxy,20,0.1,9,local_replan,0.46199999999999997,18.479999999999997,260,11,0,11
geometry_proxy,20,0.1,10,scp_extracted,0.9208,41.832,260.8,11,0.49500000000000005,0.8800000000000001
geometry_proxy,20,0.1,10,scp_conservative,0.9835,44.275,341.875,11,0.165,1.375
geometry_proxy,20,0.1,10,scp_aggressive,0.6304,40.05,187.7,11,1.32,0.385
geometry_proxy,20,0.1,10,exact_grid_lifted,1.0,44.1,2130,11,0,0
geometry_proxy,20,0.1,10,relaxed_grid,0.27499999999999997,11.013749999999998,200,11,0,11
geometry_proxy,20,0.1,10,local_replan,0.46199999999999997,20.79,260,11,0,11
geometry_proxy,20,0.1,11,scp_extracted,0.9352,37.308,255.2,9,0.405,0.7200000000000001
geometry_proxy,20,0.1,11,scp_conservative,0.9865,39.225,330.625,9,0.135,1.125
geometry_proxy,20,0.1,11,scp_aggressive,0.6976,35.8,186.3,9,1.08,0.315
geometry_proxy,20,0.1,11,exact_grid_lifted,1.0,39.6,1780,9,0,0
geometry_proxy,20,0.1,11,relaxed_grid,0.27499999999999997,9.844999999999999,200,9,0,9
geometry_proxy,20,0.1,11,local_replan,0.46199999999999997,18.479999999999997,260,9,0,9
geometry_proxy,20,0.1,12,scp_extracted,0.9568,40.872,246.8,6,0.2700000000000001,0.4800000000000001
geometry_proxy,20,0.1,12,scp_conservative,0.991,43.15,313.75,6,0.09000000000000001,0.7500000000000001
geometry_proxy,20,0.1,12,scp_aggressive,0.7984,39.2,184.2,6,0.7200000000000001,0.21000000000000002
geometry_proxy,20,0.1,12,exact_grid_lifted,1.0,43.199999999999996,2060,6,0,0
geometry_proxy,20,0.1,12,relaxed_grid,0.27499999999999997,10.78,200,6,0,6
geometry_proxy,20,0.1,12,local_replan,0.46199999999999997,20.328,260,6,0,6
geometry_proxy,20,0.1,13,scp_extracted,0.9064,39.156,266.4,13,0.5850000000000001,1.04
geometry_proxy,20,0.1,13,scp_conservative,0.9805,41.325,353.125,13,0.195,1.625
geometry_proxy,20,0.1,13,scp_aggressive,0.5631999999999999,37.5,189.1,13,1.56,0.45499999999999996
geometry_proxy,20,0.1,13,exact_grid_lifted,1.0,41.4,1920,13,0,0
geometry_proxy,20,0.1,13,relaxed_grid,0.27499999999999997,10.312499999999998,200,13,0,13
geometry_proxy,20,0.1,13,local_replan,0.46199999999999997,19.404,260,13,0,13
geometry_proxy,20,0.1,14,scp_extracted,0.9136,36.443999999999996,263.6,12,0.5400000000000001,0.9600000000000002
geometry_proxy,20,0.1,14,scp_conservative,0.982,38.3,347.5,12,0.18000000000000002,1.5000000000000002
geometry_proxy,20,0.1,14,scp_aggressive,0.5968,34.95,188.4,12,1.4400000000000002,0.42000000000000004
geometry_proxy,20,0.1,14,exact_grid_lifted,1.0,38.699999999999996,1710,12,0,0
geometry_proxy,20,0.1,14,relaxed_grid,0.27499999999999997,9.61125,200,12,0,12
geometry_proxy,20,0.1,14,local_replan,0.46199999999999997,18.017999999999997,260,12,0,12
geometry_proxy,20,0.1,15,scp_extracted,0.9496,39.084,249.6,7,0.31500000000000006,0.56
geometry_proxy,20,0.1,15,scp_conservative,0.9895,41.175,319.375,7,0.10500000000000001,0.8750000000000001
geometry_proxy,20,0.1,15,scp_aggressive,0.7647999999999999,37.5,184.9,7,0.8400000000000001,0.245
geometry_proxy,20,0.1,15,exact_grid_lifted,1.0,41.4,1920,7,0,0
geometry_proxy,20,0.1,15,relaxed_grid,0.27499999999999997,10.312499999999998,200,7,0,7
geometry_proxy,20,0.1,15,local_replan,0.46199999999999997,19.404,260,7,0,7
geometry_proxy,20,0.1,16,scp_extracted,0.9064,39.156,266.4,13,0.5850000000000001,1.04
geometry_proxy,20,0.1,16,scp_conservative,0.9805,41.325,353.125,13,0.195,1.625
geometry_proxy,20,0.1,16,scp_aggressive,0.5631999999999999,37.5,189.1,13,1.56,0.45499999999999996
geometry_proxy,20,0.1,16,exact_grid_lifted,1.0,41.4,1920,13,0,0
geometry_proxy,20,0.1,16,relaxed_grid,0.27499999999999997,10.312499999999998,200,13,0,13
geometry_proxy,20,0.1,16,local_replan,0.46199999999999997,19.404,260,13,0,13
geometry_proxy,20,0.1,17,scp_extracted,0.9568,39.072,246.8,6,0.2700000000000001,0.4800000000000001
geometry_proxy,20,0.1,17,scp_conservative,0.991,41.15,313.75,6,0.09000000000000001,0.7500000000000001
geometry_proxy,20,0.1,17,scp_aggressive,0.7984,37.5,184.2,6,0.7200000000000001,0.21000000000000002
geometry_proxy,20,0.1,17,exact_grid_lifted,1.0,41.4,1920,6,0,0
geometry_proxy,20,0.1,17,relaxed_grid,0.27499999999999997,10.312499999999998,200,6,0,6
geometry_proxy,20,0.1,17,local_replan,0.46199999999999997,19.404,260,6,0,6
geometry_proxy,20,0.1,18,scp_extracted,0.9352,35.507999999999996,255.2,9,0.405,0.7200000000000001
geometry_proxy,20,0.1,18,scp_conservative,0.9865,37.225,330.625,9,0.135,1.125
geometry_proxy,20,0.1,18,scp_aggressive,0.6976,34.1,186.3,9,1.08,0.315
geometry_proxy,20,0.1,18,exact_grid_lifted,1.0,37.8,1640,9,0,0
geometry_proxy,20,0.1,18,relaxed_grid,0.27499999999999997,9.3775,200,9,0,9
geometry_proxy,20,0.1,18,local_replan,0.46199999999999997,17.555999999999997,260,9,0,9
geometry_proxy,20,0.1,19,scp_extracted,0.9424,40.895999999999994,252.4,8,0.36000000000000004,0.6400000000000001
geometry_proxy,20,0.1,19,scp_conservative,0.988,43.2,325.0,8,0.12,1.0
geometry_proxy,20,0.1,19,scp_aggressive,0.7312,39.2,185.6,8,0.96,0.27999999999999997
geometry_proxy,20,0.1,19,exact_grid_lifted,1.0,43.199999999999996,2060,8,0,0
geometry_proxy,20,0.1,19,relaxed_grid,0.27499999999999997,10.78,200,8,0,8
geometry_proxy,20,0.1,19,local_replan,0.46199999999999997,20.328,260,8,0,8
geometry_proxy,20,0.1,20,scp_extracted,0.9136,40.044,263.6,12,0.5400000000000001,0.9600000000000002
geometry_proxy,20,0.1,20,scp_conservative,0.982,42.3,347.5,12,0.18000000000000002,1.5000000000000002
geometry_proxy,20,0.1,20,scp_aggressive,0.5968,38.35,188.4,12,1.4400000000000002,0.42000000000000004
geometry_proxy,20,0.1,20,exact_grid_lifted,1.0,42.3,1990,12,0,0
geometry_proxy,20,0.1,20,relaxed_grid,0.27499999999999997,10.546249999999999,200,12,0,12
geometry_proxy,20,0.1,20,local_replan,0.46199999999999997,19.866,260,12,0,12
geometry_proxy,20,0.1,21,scp_extracted,0.9352,38.208,255.2,9,0.405,0.7200000000000001
geometry_proxy,20,0.1,21,scp_conservative,0.9865,40.225,330.625,9,0.135,1.125
geometry_proxy,20,0.1,21,scp_aggressive,0.6976,36.65,186.3,9,1.08,0.315
geometry_proxy,20,0.1,21,exact_grid_lifted,1.0,40.5,1850,9,0,0
geometry_proxy,20,0.1,21,relaxed_grid,0.27499999999999997,10.078749999999998,200,9,0,9
geometry_proxy,20,0.1,21,local_replan,0.46199999999999997,18.942,260,9,0,9
geometry_proxy,20,0.1,22,scp_extracted,0.9352,40.907999999999994,255.2,9,0.405,0.7200000000000001
geometry_proxy,20,0.1,22,scp_conservative,0.9865,43.225,330.625,9,0.135,1.125
geometry_proxy,20,0.1,22,scp_aggressive,0.6976,39.2,186.3,9,1.08,0.315
geometry_proxy,20,0.1,22,exact_grid_lifted,1.0,43.199999999999996,2060,9,0,0
geometry_proxy,20,0.1,22,relaxed_grid,0.27499999999999997,10.78,200,9,0,9
geometry_proxy,20,0.1,22,local_replan,0.46199999999999997,20.328,260,9,0,9
geometry_proxy,20,0.1,23,scp_extracted,0.9136,40.044,263.6,12,0.5400000000000001,0.9600000000000002
geometry_proxy,20,0.1,23,scp_conservative,0.982,42.3,347.5,12,0.18000000000000002,1.5000000000000002
geometry_proxy,20,0.1,23,scp_aggressive,0.5968,38.35,188.4,12,1.4400000000000002,0.42000000000000004
geometry_proxy,20,0.1,23,exact_grid_lifted,1.0,42.3,1990,12,0,0
geometry_proxy,20,0.1,23,relaxed_grid,0.27499999999999997,10.546249999999999,200,12,0,12
geometry_proxy,20,0.1,23,local_replan,0.46199999999999997,19.866,260,12,0,12
geometry_proxy,20,0.1,24,scp_extracted,0.964,40.86,244.0,5,0.225,0.4
geometry_proxy,20,0.1,24,scp_conservative,0.9925,43.125,308.125,5,0.075,0.625
geometry_proxy,20,0.1,24,scp_aggressive,0.832,39.2,183.5,5,0.6,0.175
geometry_proxy,20,0.1,24,exact_grid_lifted,1.0,43.199999999999996,2060,5,0,0
geometry_proxy,20,0.1,24,relaxed_grid,0.27499999999999997,10.78,200,5,0,5
geometry_proxy,20,0.1,24,local_replan,0.46199999999999997,20.328,260,5,0,5
geometry_proxy,20,0.1,25,scp_extracted,0.9496,39.984,249.6,7,0.31500000000000006,0.56
geometry_proxy,20,0.1,25,scp_conservative,0.9895,42.175,319.375,7,0.10500000000000001,0.8750000000000001
geometry_proxy,20,0.1,25,scp_aggressive,0.7647999999999999,38.35,184.9,7,0.8400000000000001,0.245
geometry_proxy,20,0.1,25,exact_grid_lifted,1.0,42.3,1990,7,0,0
geometry_proxy,20,0.1,25,relaxed_grid,0.27499999999999997,10.546249999999999,200,7,0,7
geometry_proxy,20,0.1,25,local_replan,0.46199999999999997,19.866,260,7,0,7
geometry_proxy,20,0.1,26,scp_extracted,0.9568,36.372,246.8,6,0.2700000000000001,0.4800000000000001
geometry_proxy,20,0.1,26,scp_conservative,0.991,38.15,313.75,6,0.09000000000000001,0.7500000000000001
geometry_proxy,20,0.1,26,scp_aggressive,0.7984,34.95,184.2,6,0.7200000000000001,0.21000000000000002
geometry_proxy,20,0.1,26,exact_grid_lifted,1.0,38.699999999999996,1710,6,0,0
geometry_proxy,20,0.1,26,relaxed_grid,0.27499999999999997,9.61125,200,6,0,6
geometry_proxy,20,0.1,26,local_replan,0.46199999999999997,18.017999999999997,260,6,0,6
geometry_proxy,20,0.1,27,scp_extracted,0.9208,36.431999999999995,260.8,11,0.49500000000000005,0.8800000000000001
geometry_proxy,20,0.1,27,scp_conservative,0.9835,38.275,341.875,11,0.165,1.375
geometry_proxy,20,0.1,27,scp_aggressive,0.6304,34.95,187.7,11,1.32,0.385
geometry_proxy,20,0.1,27,exact_grid_lifted,1.0,38.699999999999996,1710,11,0,0
geometry_proxy,20,0.1,27,relaxed_grid,0.27499999999999997,9.61125,200,11,0,11
geometry_proxy,20,0.1,27,local_replan,0.46199999999999997,18.017999999999997,260,11,0,11
geometry_proxy,20,0.1,28,scp_extracted,0.9352,36.407999999999994,255.2,9,0.405,0.7200000000000001
geometry_proxy,20,0.1,28,scp_conservative,0.9865,38.225,330.625,9,0.135,1.125
geometry_proxy,20,0.1,28,scp_aggressive,0.6976,34.95,186.3,9,1.08,0.315
geometry_proxy,20,0.1,28,exact_grid_lifted,1.0,38.699999999999996,1710,9,0,0
geometry_proxy,20,0.1,28,relaxed_grid,0.27499999999999997,9.61125,200,9,0,9
geometry_proxy,20,0.1,28,local_replan,0.46199999999999997,18.017999999999997,260,9,0,9
geometry_proxy,20,0.1,29,scp_extracted,0.9064,40.056,266.4,13,0.5850000000000001,1.04
geometry_proxy,20,0.1,29,scp_conservative,0.9805,42.325,353.125,13,0.195,1.625
geometry_proxy,20,0.1,29,scp_aggressive,0.5631999999999999,38.35,189.1,13,1.56,0.45499999999999996
geometry_proxy,20,0.1,29,exact_grid_lifted,1.0,42.3,1990,13,0,0
geometry_proxy,20,0.1,29,relaxed_grid,0.27499999999999997,10.546249999999999,200,13,0,13
geometry_proxy,20,0.1,29,local_replan,0.46199999999999997,19.866,260,13,0,13
geometry_proxy,30,0.0,0,scp_extracted,1.0,35.4,290.0,11,0.0,0.0
geometry_proxy,30,0.0,0,scp_conservative,1.0,37.0,350.0,11,0.0,0.0
geometry_proxy,30,0.0,0,scp_aggressive,1.0,34.1,230.0,11,0.0,0.0
geometry_proxy,30,0.0,0,exact_grid_lifted,1.0,39.0,1800,11,0,0
geometry_proxy,30,0.0,0,relaxed_grid,0.3,10.23,240,11,0,11
geometry_proxy,30,0.0,0,local_replan,0.48,18.24,310,11,0,11
geometry_proxy,30,0.0,1,scp_extracted,1.0,35.4,290.0,12,0.0,0.0
geometry_proxy,30,0.0,1,scp_conservative,1.0,37.0,350.0,12,0.0,0.0
geometry_proxy,30,0.0,1,scp_aggressive,1.0,34.1,230.0,12,0.0,0.0
geometry_proxy,30,0.0,1,exact_grid_lifted,1.0,39.0,1800,12,0,0
geometry_proxy,30,0.0,1,relaxed_grid,0.3,10.23,240,12,0,12
geometry_proxy,30,0.0,1,local_replan,0.48,18.24,310,12,0,12
geometry_proxy,30,0.0,2,scp_extracted,1.0,36.3,290.0,6,0.0,0.0
geometry_proxy,30,0.0,2,scp_conservative,1.0,38.0,350.0,6,0.0,0.0
geometry_proxy,30,0.0,2,scp_aggressive,1.0,34.95,230.0,6,0.0,0.0
geometry_proxy,30,0.0,2,exact_grid_lifted,1.0,39.9,1870,6,0,0
geometry_proxy,30,0.0,2,relaxed_grid,0.3,10.485000000000001,240,6,0,6
geometry_proxy,30,0.0,2,local_replan,0.48,18.72,310,6,0,6
geometry_proxy,30,0.0,3,scp_extracted,1.0,40.8,290.0,7,0.0,0.0
geometry_proxy,30,0.0,3,scp_conservative,1.0,43.0,350.0,7,0.0,0.0
geometry_proxy,30,0.0,3,scp_aggressive,1.0,39.2,230.0,7,0.0,0.0
geometry_proxy,30,0.0,3,exact_grid_lifted,1.0,44.4,2220,7,0,0
geometry_proxy,30,0.0,3,relaxed_grid,0.3,11.76,240,7,0,7
geometry_proxy,30,0.0,3,local_replan,0.48,21.119999999999997,310,7,0,7
geometry_proxy,30,0.0,4,scp_extracted,1.0,38.1,290.0,12,0.0,0.0
geometry_proxy,30,0.0,4,scp_conservative,1.0,40.0,350.0,12,0.0,0.0
geometry_proxy,30,0.0,4,scp_aggressive,1.0,36.65,230.0,12,0.0,0.0
geometry_proxy,30,0.0,4,exact_grid_lifted,1.0,41.7,2010,12,0,0
geometry_proxy,30,0.0,4,relaxed_grid,0.3,10.995,240,12,0,12
geometry_proxy,30,0.0,4,local_replan,0.48,19.68,310,12,0,12
geometry_proxy,30,0.0,5,scp_extracted,1.0,38.1,290.0,7,0.0,0.0
geometry_proxy,30,0.0,5,scp_conservative,1.0,40.0,350.0,7,0.0,0.0
geometry_proxy,30,0.0,5,scp_aggressive,1.0,36.65,230.0,7,0.0,0.0
geometry_proxy,30,0.0,5,exact_grid_lifted,1.0,41.7,2010,7,0,0
geometry_proxy,30,0.0,5,relaxed_grid,0.3,10.995,240,7,0,7
geometry_proxy,30,0.0,5,local_replan,0.48,19.68,310,7,0,7
geometry_proxy,30,0.0,6,scp_extracted,1.0,37.2,290.0,12,0.0,0.0
geometry_proxy,30,0.0,6,scp_conservative,1.0,39.0,350.0,12,0.0,0.0
geometry_proxy,30,0.0,6,scp_aggressive,1.0,35.8,230.0,12,0.0,0.0
geometry_proxy,30,0.0,6,exact_grid_lifted,1.0,40.800000000000004,1940,12,0,0
geometry_proxy,30,0.0,6,relaxed_grid,0.3,10.739999999999998,240,12,0,12
geometry_proxy,30,0.0,6,local_replan,0.48,19.2,310,12,0,12
geometry_proxy,30,0.0,7,scp_extracted,1.0,38.1,290.0,5,0.0,0.0
geometry_proxy,30,0.0,7,scp_conservative,1.0,40.0,350.0,5,0.0,0.0
geometry_proxy,30,0.0,7,scp_aggressive,1.0,36.65,230.0,5,0.0,0.0
geometry_proxy,30,0.0,7,exact_grid_lifted,1.0,41.7,2010,5,0,0
geometry_proxy,30,0.0,7,relaxed_grid,0.3,10.995,240,5,0,5
geometry_proxy,30,0.0,7,local_replan,0.48,19.68,310,5,0,5
geometry_proxy,30,0.0,8,scp_extracted,1.0,35.4,290.0,8,0.0,0.0
geometry_proxy,30,0.0,8,scp_conservative,1.0,37.0,350.0,8,0.0,0.0
geometry_proxy,30,0.0,8,scp_aggressive,1.0,34.1,230.0,8,0.0,0.0
geometry_proxy,30,0.0,8,exact_grid_lifted,1.0,39.0,1800,8,0,0
geometry_proxy,30,0.0,8,relaxed_grid,0.3,10.23,240,8,0,8
geometry_proxy,30,0.0,8,local_replan,0.48,18.24,310,8,0,8
geometry_proxy,30,0.0,9,scp_extracted,1.0,38.1,290.0,8,0.0,0.0
geometry_proxy,30,0.0,9,scp_conservative,1.0,40.0,350.0,8,0.0,0.0
geometry_proxy,30,0.0,9,scp_aggressive,1.0,36.65,230.0,8,0.0,0.0
geometry_proxy,30,0.0,9,exact_grid_lifted,1.0,41.7,2010,8,0,0
geometry_proxy,30,0.0,9,relaxed_grid,0.3,10.995,240,8,0,8
geometry_proxy,30,0.0,9,local_replan,0.48,19.68,310,8,0,8
geometry_proxy,30,0.0,10,scp_extracted,1.0,36.3,290.0,13,0.0,0.0
geometry_proxy,30,0.0,10,scp_conservative,1.0,38.0,350.0,13,0.0,0.0
geometry_proxy,30,0.0,10,scp_aggressive,1.0,34.95,230.0,13,0.0,0.0
geometry_proxy,30,0.0,10,exact_grid_lifted,1.0,39.9,1870,13,0,0
geometry_proxy,30,0.0,10,relaxed_grid,0.3,10.485000000000001,240,13,0,13
geometry_proxy,30,0.0,10,local_replan,0.48,18.72,310,13,0,13
geometry_proxy,30,0.0,11,scp_extracted,1.0,40.8,290.0,7,0.0,0.0
geometry_proxy,30,0.0,11,scp_conservative,1.0,43.0,350.0,7,0.0,0.0
geometry_proxy,30,0.0,11,scp_aggressive,1.0,39.2,230.0,7,0.0,0.0
geometry_proxy,30,0.0,11,exact_grid_lifted,1.0,44.4,2220,7,0,0
geometry_proxy,30,0.0,11,relaxed_grid,0.3,11.76,240,7,0,7
geometry_proxy,30,0.0,11,local_replan,0.48,21.119999999999997,310,7,0,7
geometry_proxy,30,0.0,12,scp_extracted,1.0,39.0,290.0,6,0.0,0.0
geometry_proxy,30,0.0,12,scp_conservative,1.0,41.0,350.0,6,0.0,0.0
geometry_proxy,30,0.0,12,scp_aggressive,1.0,37.5,230.0,6,0.0,0.0
geometry_proxy,30,0.0,12,exact_grid_lifted,1.0,42.6,2080,6,0,0
