family,map_size,extraction_noise,seed,policy,success,cost,expansions,true_cuts,false_positive_cuts,false_negative_cuts
geometry_proxy,20,0.0,4,scp_aggressive,1.0,40.05,180.0,9,0.0,0.0
geometry_proxy,20,0.0,4,exact_grid_lifted,1.0,44.1,2130,9,0,0
geometry_proxy,20,0.0,4,relaxed_grid,0.3,12.014999999999999,200,9,0,9
geometry_proxy,20,0.0,4,local_replan,0.48,21.599999999999998,260,9,0,9
geometry_proxy,20,0.0,5,scp_extracted,1.0,36.3,230.0,8,0.0,0.0
geometry_proxy,20,0.0,5,scp_conservative,1.0,38.0,280.0,8,0.0,0.0
geometry_proxy,20,0.0,5,scp_aggressive,1.0,34.95,180.0,8,0.0,0.0
geometry_proxy,20,0.0,5,exact_grid_lifted,1.0,38.699999999999996,1710,8,0,0
geometry_proxy,20,0.0,5,relaxed_grid,0.3,10.485000000000001,200,8,0,8
geometry_proxy,20,0.0,5,local_replan,0.48,18.72,260,8,0,8
geometry_proxy,20,0.0,6,scp_extracted,1.0,42.6,230.0,6,0.0,0.0
geometry_proxy,20,0.0,6,scp_conservative,1.0,45.0,280.0,6,0.0,0.0
geometry_proxy,20,0.0,6,scp_aggressive,1.0,40.9,180.0,6,0.0,0.0
geometry_proxy,20,0.0,6,exact_grid_lifted,1.0,45.0,2200,6,0,0
geometry_proxy,20,0.0,6,relaxed_grid,0.3,12.27,200,6,0,6
geometry_proxy,20,0.0,6,local_replan,0.48,22.08,260,6,0,6
geometry_proxy,20,0.0,7,scp_extracted,1.0,39.0,230.0,8,0.0,0.0
geometry_proxy,20,0.0,7,scp_conservative,1.0,41.0,280.0,8,0.0,0.0
geometry_proxy,20,0.0,7,scp_aggressive,1.0,37.5,180.0,8,0.0,0.0
geometry_proxy,20,0.0,7,exact_grid_lifted,1.0,41.4,1920,8,0,0
geometry_proxy,20,0.0,7,relaxed_grid,0.3,11.25,200,8,0,8
geometry_proxy,20,0.0,7,local_replan,0.48,20.16,260,8,0,8
geometry_proxy,20,0.0,8,scp_extracted,1.0,36.3,230.0,10,0.0,0.0
geometry_proxy,20,0.0,8,scp_conservative,1.0,38.0,280.0,10,0.0,0.0
geometry_proxy,20,0.0,8,scp_aggressive,1.0,34.95,180.0,10,0.0,0.0
geometry_proxy,20,0.0,8,exact_grid_lifted,1.0,38.699999999999996,1710,10,0,0
geometry_proxy,20,0.0,8,relaxed_grid,0.3,10.485000000000001,200,10,0,10
geometry_proxy,20,0.0,8,local_replan,0.48,18.72,260,10,0,10
geometry_proxy,20,0.0,9,scp_extracted,1.0,39.9,230.0,13,0.0,0.0
geometry_proxy,20,0.0,9,scp_conservative,1.0,42.0,280.0,13,0.0,0.0
geometry_proxy,20,0.0,9,scp_aggressive,1.0,38.35,180.0,13,0.0,0.0
geometry_proxy,20,0.0,9,exact_grid_lifted,1.0,42.3,1990,13,0,0
geometry_proxy,20,0.0,9,relaxed_grid,0.3,11.505,200,13,0,13
geometry_proxy,20,0.0,9,local_replan,0.48,20.64,260,13,0,13
geometry_proxy,20,0.0,10,scp_extracted,1.0,36.3,230.0,11,0.0,0.0
geometry_proxy,20,0.0,10,scp_conservative,1.0,38.0,280.0,11,0.0,0.0
geometry_proxy,20,0.0,10,scp_aggressive,1.0,34.95,180.0,11,0.0,0.0
geometry_proxy,20,0.0,10,exact_grid_lifted,1.0,38.699999999999996,1710,11,0,0
geometry_proxy,20,0.0,10,relaxed_grid,0.3,10.485000000000001,200,11,0,11
geometry_proxy,20,0.0,10,local_replan,0.48,18.72,260,11,0,11
geometry_proxy,20,0.0,11,scp_extracted,1.0,36.3,230.0,8,0.0,0.0
geometry_proxy,20,0.0,11,scp_conservative,1.0,38.0,280.0,8,0.0,0.0
geometry_proxy,20,0.0,11,scp_aggressive,1.0,34.95,180.0,8,0.0,0.0
geometry_proxy,20,0.0,11,exact_grid_lifted,1.0,38.699999999999996,1710,8,0,0
geometry_proxy,20,0.0,11,relaxed_grid,0.3,10.485000000000001,200,8,0,8
geometry_proxy,20,0.0,11,local_replan,0.48,18.72,260,8,0,8
geometry_proxy,20,0.0,12,scp_extracted,1.0,41.7,230.0,8,0.0,0.0
geometry_proxy,20,0.0,12,scp_conservative,1.0,44.0,280.0,8,0.0,0.0
geometry_proxy,20,0.0,12,scp_aggressive,1.0,40.05,180.0,8,0.0,0.0
geometry_proxy,20,0.0,12,exact_grid_lifted,1.0,44.1,2130,8,0,0
geometry_proxy,20,0.0,12,relaxed_grid,0.3,12.014999999999999,200,8,0,8
geometry_proxy,20,0.0,12,local_replan,0.48,21.599999999999998,260,8,0,8
geometry_proxy,20,0.0,13,scp_extracted,1.0,36.3,230.0,12,0.0,0.0
geometry_proxy,20,0.0,13,scp_conservative,1.0,38.0,280.0,12,0.0,0.0
geometry_proxy,20,0.0,13,scp_aggressive,1.0,34.95,180.0,12,0.0,0.0
geometry_proxy,20,0.0,13,exact_grid_lifted,1.0,38.699999999999996,1710,12,0,0
geometry_proxy,20,0.0,13,relaxed_grid,0.3,10.485000000000001,200,12,0,12
geometry_proxy,20,0.0,13,local_replan,0.48,18.72,260,12,0,12
geometry_proxy,20,0.0,14,scp_extracted,1.0,41.7,230.0,13,0.0,0.0
geometry_proxy,20,0.0,14,scp_conservative,1.0,44.0,280.0,13,0.0,0.0
geometry_proxy,20,0.0,14,scp_aggressive,1.0,40.05,180.0,13,0.0,0.0
geometry_proxy,20,0.0,14,exact_grid_lifted,1.0,44.1,2130,13,0,0
geometry_proxy,20,0.0,14,relaxed_grid,0.3,12.014999999999999,200,13,0,13
geometry_proxy,20,0.0,14,local_replan,0.48,21.599999999999998,260,13,0,13
geometry_proxy,20,0.0,15,scp_extracted,1.0,36.3,230.0,13,0.0,0.0
geometry_proxy,20,0.0,15,scp_conservative,1.0,38.0,280.0,13,0.0,0.0
geometry_proxy,20,0.0,15,scp_aggressive,1.0,34.95,180.0,13,0.0,0.0
geometry_proxy,20,0.0,15,exact_grid_lifted,1.0,38.699999999999996,1710,13,0,0
geometry_proxy,20,0.0,15,relaxed_grid,0.3,10.485000000000001,200,13,0,13
geometry_proxy,20,0.0,15,local_replan,0.48,18.72,260,13,0,13
geometry_proxy,20,0.0,16,scp_extracted,1.0,36.3,230.0,9,0.0,0.0
geometry_proxy,20,0.0,16,scp_conservative,1.0,38.0,280.0,9,0.0,0.0
geometry_proxy,20,0.0,16,scp_aggressive,1.0,34.95,180.0,9,0.0,0.0
geometry_proxy,20,0.0,16,exact_grid_lifted,1.0,38.699999999999996,1710,9,0,0
geometry_proxy,20,0.0,16,relaxed_grid,0.3,10.485000000000001,200,9,0,9
geometry_proxy,20,0.0,16,local_replan,0.48,18.72,260,9,0,9
geometry_proxy,20,0.0,17,scp_extracted,1.0,39.9,230.0,11,0.0,0.0
geometry_proxy,20,0.0,17,scp_conservative,1.0,42.0,280.0,11,0.0,0.0
geometry_proxy,20,0.0,17,scp_aggressive,1.0,38.35,180.0,11,0.0,0.0
geometry_proxy,20,0.0,17,exact_grid_lifted,1.0,42.3,1990,11,0,0
geometry_proxy,20,0.0,17,relaxed_grid,0.3,11.505,200,11,0,11
geometry_proxy,20,0.0,17,local_replan,0.48,20.64,260,11,0,11
geometry_proxy,20,0.0,18,scp_extracted,1.0,39.0,230.0,6,0.0,0.0
geometry_proxy,20,0.0,18,scp_conservative,1.0,41.0,280.0,6,0.0,0.0
geometry_proxy,20,0.0,18,scp_aggressive,1.0,37.5,180.0,6,0.0,0.0
geometry_proxy,20,0.0,18,exact_grid_lifted,1.0,41.4,1920,6,0,0
geometry_proxy,20,0.0,18,relaxed_grid,0.3,11.25,200,6,0,6
geometry_proxy,20,0.0,18,local_replan,0.48,20.16,260,6,0,6
geometry_proxy,20,0.0,19,scp_extracted,1.0,39.0,230.0,12,0.0,0.0
geometry_proxy,20,0.0,19,scp_conservative,1.0,41.0,280.0,12,0.0,0.0
geometry_proxy,20,0.0,19,scp_aggressive,1.0,37.5,180.0,12,0.0,0.0
geometry_proxy,20,0.0,19,exact_grid_lifted,1.0,41.4,1920,12,0,0
geometry_proxy,20,0.0,19,relaxed_grid,0.3,11.25,200,12,0,12
geometry_proxy,20,0.0,19,local_replan,0.48,20.16,260,12,0,12
geometry_proxy,20,0.0,20,scp_extracted,1.0,42.6,230.0,8,0.0,0.0
geometry_proxy,20,0.0,20,scp_conservative,1.0,45.0,280.0,8,0.0,0.0
geometry_proxy,20,0.0,20,scp_aggressive,1.0,40.9,180.0,8,0.0,0.0
geometry_proxy,20,0.0,20,exact_grid_lifted,1.0,45.0,2200,8,0,0
geometry_proxy,20,0.0,20,relaxed_grid,0.3,12.27,200,8,0,8
geometry_proxy,20,0.0,20,local_replan,0.48,22.08,260,8,0,8
geometry_proxy,20,0.0,21,scp_extracted,1.0,36.3,230.0,9,0.0,0.0
geometry_proxy,20,0.0,21,scp_conservative,1.0,38.0,280.0,9,0.0,0.0
geometry_proxy,20,0.0,21,scp_aggressive,1.0,34.95,180.0,9,0.0,0.0
geometry_proxy,20,0.0,21,exact_grid_lifted,1.0,38.699999999999996,1710,9,0,0
geometry_proxy,20,0.0,21,relaxed_grid,0.3,10.485000000000001,200,9,0,9
geometry_proxy,20,0.0,21,local_replan,0.48,18.72,260,9,0,9
geometry_proxy,20,0.0,22,scp_extracted,1.0,40.8,230.0,9,0.0,0.0
geometry_proxy,20,0.0,22,scp_conservative,1.0,43.0,280.0,9,0.0,0.0
geometry_proxy,20,0.0,22,scp_aggressive,1.0,39.2,180.0,9,0.0,0.0
geometry_proxy,20,0.0,22,exact_grid_lifted,1.0,43.199999999999996,2060,9,0,0
geometry_proxy,20,0.0,22,relaxed_grid,0.3,11.76,200,9,0,9
geometry_proxy,20,0.0,22,local_replan,0.48,21.119999999999997,260,9,0,9
geometry_proxy,20,0.0,23,scp_extracted,1.0,40.8,230.0,11,0.0,0.0
geometry_proxy,20,0.0,23,scp_conservative,1.0,43.0,280.0,11,0.0,0.0
geometry_proxy,20,0.0,23,scp_aggressive,1.0,39.2,180.0,11,0.0,0.0
geometry_proxy,20,0.0,23,exact_grid_lifted,1.0,43.199999999999996,2060,11,0,0
geometry_proxy,20,0.0,23,relaxed_grid,0.3,11.76,200,11,0,11
geometry_proxy,20,0.0,23,local_replan,0.48,21.119999999999997,260,11,0,11
geometry_proxy,20,0.0,24,scp_extracted,1.0,40.8,230.0,7,0.0,0.0
geometry_proxy,20,0.0,24,scp_conservative,1.0,43.0,280.0,7,0.0,0.0
geometry_proxy,20,0.0,24,scp_aggressive,1.0,39.2,180.0,7,0.0,0.0
geometry_proxy,20,0.0,24,exact_grid_lifted,1.0,43.199999999999996,2060,7,0,0
geometry_proxy,20,0.0,24,relaxed_grid,0.3,11.76,200,7,0,7
geometry_proxy,20,0.0,24,local_replan,0.48,21.119999999999997,260,7,0,7
geometry_proxy,20,0.0,25,scp_extracted,1.0,41.7,230.0,7,0.0,0.0
geometry_proxy,20,0.0,25,scp_conservative,1.0,44.0,280.0,7,0.0,0.0
geometry_proxy,20,0.0,25,scp_aggressive,1.0,40.05,180.0,7,0.0,0.0
geometry_proxy,20,0.0,25,exact_grid_lifted,1.0,44.1,2130,7,0,0
geometry_proxy,20,0.0,25,relaxed_grid,0.3,12.014999999999999,200,7,0,7
geometry_proxy,20,0.0,25,local_replan,0.48,21.599999999999998,260,7,0,7
geometry_proxy,20,0.0,26,scp_extracted,1.0,36.3,230.0,12,0.0,0.0
geometry_proxy,20,0.0,26,scp_conservative,1.0,38.0,280.0,12,0.0,0.0
geometry_proxy,20,0.0,26,scp_aggressive,1.0,34.95,180.0,12,0.0,0.0
geometry_proxy,20,0.0,26,exact_grid_lifted,1.0,38.699999999999996,1710,12,0,0
geometry_proxy,20,0.0,26,relaxed_grid,0.3,10.485000000000001,200,12,0,12
geometry_proxy,20,0.0,26,local_replan,0.48,18.72,260,12,0,12
geometry_proxy,20,0.0,27,scp_extracted,1.0,39.9,230.0,7,0.0,0.0
geometry_proxy,20,0.0,27,scp_conservative,1.0,42.0,280.0,7,0.0,0.0
geometry_proxy,20,0.0,27,scp_aggressive,1.0,38.35,180.0,7,0.0,0.0
geometry_proxy,20,0.0,27,exact_grid_lifted,1.0,42.3,1990,7,0,0
geometry_proxy,20,0.0,27,relaxed_grid,0.3,11.505,200,7,0,7
geometry_proxy,20,0.0,27,local_replan,0.48,20.64,260,7,0,7
geometry_proxy,20,0.0,28,scp_extracted,1.0,36.3,230.0,12,0.0,0.0
geometry_proxy,20,0.0,28,scp_conservative,1.0,38.0,280.0,12,0.0,0.0
geometry_proxy,20,0.0,28,scp_aggressive,1.0,34.95,180.0,12,0.0,0.0
geometry_proxy,20,0.0,28,exact_grid_lifted,1.0,38.699999999999996,1710,12,0,0
geometry_proxy,20,0.0,28,relaxed_grid,0.3,10.485000000000001,200,12,0,12
geometry_proxy,20,0.0,28,local_replan,0.48,18.72,260,12,0,12
geometry_proxy,20,0.0,29,scp_extracted,1.0,36.3,230.0,11,0.0,0.0
geometry_proxy,20,0.0,29,scp_conservative,1.0,38.0,280.0,11,0.0,0.0
geometry_proxy,20,0.0,29,scp_aggressive,1.0,34.95,180.0,11,0.0,0.0
geometry_proxy,20,0.0,29,exact_grid_lifted,1.0,38.699999999999996,1710,11,0,0
geometry_proxy,20,0.0,29,relaxed_grid,0.3,10.485000000000001,200,11,0,11
geometry_proxy,20,0.0,29,local_replan,0.48,18.72,260,11,0,11
geometry_proxy,20,0.01,0,scp_extracted,0.99064,39.9156,233.64,13,0.0585,0.10400000000000001
geometry_proxy,20,0.01,0,scp_conservative,0.99805,42.0325,287.3125,13,0.0195,0.1625
geometry_proxy,20,0.01,0,scp_aggressive,0.95632,38.35,180.91,13,0.156,0.0455
geometry_proxy,20,0.01,0,exact_grid_lifted,1.0,42.3,1990,13,0,0
geometry_proxy,20,0.01,0,relaxed_grid,0.2975,11.409125,200,13,0,13
geometry_proxy,20,0.01,0,local_replan,0.47819999999999996,20.5626,260,13,0,13
geometry_proxy,20,0.01,1,scp_extracted,0.99352,41.710800000000006,232.52,9,0.0405,0.072
geometry_proxy,20,0.01,1,scp_conservative,0.99865,44.0225,285.0625,9,0.0135,0.11249999999999999
geometry_proxy,20,0.01,1,scp_aggressive,0.96976,40.05,180.63,9,0.108,0.0315
geometry_proxy,20,0.01,1,exact_grid_lifted,1.0,44.1,2130,9,0,0
geometry_proxy,20,0.01,1,relaxed_grid,0.2975,11.914874999999999,200,9,0,9
geometry_proxy,20,0.01,1,local_replan,0.47819999999999996,21.519,260,9,0,9
geometry_proxy,20,0.01,2,scp_extracted,0.99064,35.4156,233.64,13,0.0585,0.10400000000000001
geometry_proxy,20,0.01,2,scp_conservative,0.99805,37.0325,287.3125,13,0.0195,0.1625
geometry_proxy,20,0.01,2,scp_aggressive,0.95632,34.1,180.91,13,0.156,0.0455
geometry_proxy,20,0.01,2,exact_grid_lifted,1.0,37.8,1640,13,0,0
geometry_proxy,20,0.01,2,relaxed_grid,0.2975,10.14475,200,13,0,13
geometry_proxy,20,0.01,2,local_replan,0.47819999999999996,18.171599999999998,260,13,0,13
geometry_proxy,20,0.01,3,scp_extracted,0.99208,36.313199999999995,233.08,11,0.0495,0.08800000000000001
geometry_proxy,20,0.01,3,scp_conservative,0.99835,38.0275,286.1875,11,0.0165,0.1375
geometry_proxy,20,0.01,3,scp_aggressive,0.96304,34.95,180.77,11,0.132,0.0385
geometry_proxy,20,0.01,3,exact_grid_lifted,1.0,38.699999999999996,1710,11,0,0
geometry_proxy,20,0.01,3,relaxed_grid,0.2975,10.397625,200,11,0,11
geometry_proxy,20,0.01,3,local_replan,0.47819999999999996,18.6498,260,11,0,11
geometry_proxy,20,0.01,4,scp_extracted,0.9928,39.012,232.8,10,0.045000000000000005,0.08000000000000002
geometry_proxy,20,0.01,4,scp_conservative,0.9985,41.025,285.625,10,0.015,0.125
geometry_proxy,20,0.01,4,scp_aggressive,0.9664,37.5,180.7,10,0.12,0.034999999999999996
geometry_proxy,20,0.01,4,exact_grid_lifted,1.0,41.4,1920,10,0,0
geometry_proxy,20,0.01,4,relaxed_grid,0.2975,11.15625,200,10,0,10
geometry_proxy,20,0.01,4,local_replan,0.47819999999999996,20.0844,260,10,0,10
geometry_proxy,20,0.01,5,scp_extracted,0.9928,35.412,232.8,10,0.045000000000000005,0.08000000000000002
geometry_proxy,20,0.01,5,scp_conservative,0.9985,37.025,285.625,10,0.015,0.125
geometry_proxy,20,0.01,5,scp_aggressive,0.9664,34.1,180.7,10,0.12,0.034999999999999996
geometry_proxy,20,0.01,5,exact_grid_lifted,1.0,37.8,1640,10,0,0
geometry_proxy,20,0.01,5,relaxed_grid,0.2975,10.14475,200,10,0,10
geometry_proxy,20,0.01,5,local_replan,0.47819999999999996,18.171599999999998,260,10,0,10
geometry_proxy,20,0.01,6,scp_extracted,0.99064,39.9156,233.64,13,0.0585,0.10400000000000001
geometry_proxy,20,0.01,6,scp_conservative,0.99805,42.0325,287.3125,13,0.0195,0.1625
geometry_proxy,20,0.01,6,scp_aggressive,0.95632,38.35,180.91,13,0.156,0.0455
geometry_proxy,20,0.01,6,exact_grid_lifted,1.0,42.3,1990,13,0,0
geometry_proxy,20,0.01,6,relaxed_grid,0.2975,11.409125,200,13,0,13
geometry_proxy,20,0.01,6,local_replan,0.47819999999999996,20.5626,260,13,0,13
geometry_proxy,20,0.01,7,scp_extracted,0.9928,41.712,232.8,10,0.045000000000000005,0.08000000000000002
geometry_proxy,20,0.01,7,scp_conservative,0.9985,44.025,285.625,10,0.015,0.125
geometry_proxy,20,0.01,7,scp_aggressive,0.9664,40.05,180.7,10,0.12,0.034999999999999996
geometry_proxy,20,0.01,7,exact_grid_lifted,1.0,44.1,2130,10,0,0
geometry_proxy,20,0.01,7,relaxed_grid,0.2975,11.914874999999999,200,10,0,10
geometry_proxy,20,0.01,7,local_replan,0.47819999999999996,21.519,260,10,0,10
geometry_proxy,20,0.01,8,scp_extracted,0.99208,37.2132,233.08,11,0.0495,0.08800000000000001
geometry_proxy,20,0.01,8,scp_conservative,0.99835,39.0275,286.1875,11,0.0165,0.1375
geometry_proxy,20,0.01,8,scp_aggressive,0.96304,35.8,180.77,11,0.132,0.0385
geometry_proxy,20,0.01,8,exact_grid_lifted,1.0,39.6,1780,11,0,0
geometry_proxy,20,0.01,8,relaxed_grid,0.2975,10.6505,200,11,0,11
geometry_proxy,20,0.01,8,local_replan,0.47819999999999996,19.128,260,11,0,11
geometry_proxy,20,0.01,9,scp_extracted,0.99496,38.1084,231.96,7,0.03150000000000001,0.05600000000000001
geometry_proxy,20,0.01,9,scp_conservative,0.99895,40.0175,283.9375,7,0.0105,0.08750000000000001
geometry_proxy,20,0.01,9,scp_aggressive,0.97648,36.65,180.49,7,0.084,0.0245
geometry_proxy,20,0.01,9,exact_grid_lifted,1.0,40.5,1850,7,0,0
geometry_proxy,20,0.01,9,relaxed_grid,0.2975,10.903374999999999,200,7,0,7
geometry_proxy,20,0.01,9,local_replan,0.47819999999999996,19.606199999999998,260,7,0,7
geometry_proxy,20,0.01,10,scp_extracted,0.99136,42.6144,233.36,12,0.054,0.096
geometry_proxy,20,0.01,10,scp_conservative,0.9982,45.03,286.75,12,0.018,0.15
geometry_proxy,20,0.01,10,scp_aggressive,0.95968,40.9,180.84,12,0.144,0.041999999999999996
geometry_proxy,20,0.01,10,exact_grid_lifted,1.0,45.0,2200,12,0,0
geometry_proxy,20,0.01,10,relaxed_grid,0.2975,12.16775,200,12,0,12
geometry_proxy,20,0.01,10,local_replan,0.47819999999999996,21.9972,260,12,0,12
geometry_proxy,20,0.01,11,scp_extracted,0.99208,39.913199999999996,233.08,11,0.0495,0.08800000000000001
geometry_proxy,20,0.01,11,scp_conservative,0.99835,42.0275,286.1875,11,0.0165,0.1375
geometry_proxy,20,0.01,11,scp_aggressive,0.96304,38.35,180.77,11,0.132,0.0385
geometry_proxy,20,0.01,11,exact_grid_lifted,1.0,42.3,1990,11,0,0
geometry_proxy,20,0.01,11,relaxed_grid,0.2975,11.409125,200,11,0,11
geometry_proxy,20,0.01,11,local_replan,0.47819999999999996,20.5626,260,11,0,11
geometry_proxy,20,0.01,12,scp_extracted,0.99064,35.4156,233.64,13,0.0585,0.10400000000000001
geometry_proxy,20,0.01,12,scp_conservative,0.99805,37.0325,287.3125,13,0.0195,0.1625
geometry_proxy,20,0.01,12,scp_aggressive,0.95632,34.1,180.91,13,0.156,0.0455
geometry_proxy,20,0.01,12,exact_grid_lifted,1.0,37.8,1640,13,0,0
geometry_proxy,20,0.01,12,relaxed_grid,0.2975,10.14475,200,13,0,13
geometry_proxy,20,0.01,12,local_replan,0.47819999999999996,18.171599999999998,260,13,0,13
geometry_proxy,20,0.01,13,scp_extracted,0.99352,41.710800000000006,232.52,9,0.0405,0.072
geometry_proxy,20,0.01,13,scp_conservative,0.99865,44.0225,285.0625,9,0.0135,0.11249999999999999
geometry_proxy,20,0.01,13,scp_aggressive,0.96976,40.05,180.63,9,0.108,0.0315
geometry_proxy,20,0.01,13,exact_grid_lifted,1.0,44.1,2130,9,0,0
geometry_proxy,20,0.01,13,relaxed_grid,0.2975,11.914874999999999,200,9,0,9
geometry_proxy,20,0.01,13,local_replan,0.47819999999999996,21.519,260,9,0,9
geometry_proxy,20,0.01,14,scp_extracted,0.99568,40.807199999999995,231.68,6,0.027,0.048
geometry_proxy,20,0.01,14,scp_conservative,0.9991,43.015,283.375,6,0.009,0.075
geometry_proxy,20,0.01,14,scp_aggressive,0.97984,39.2,180.42,6,0.072,0.020999999999999998
geometry_proxy,20,0.01,14,exact_grid_lifted,1.0,43.199999999999996,2060,6,0,0
geometry_proxy,20,0.01,14,relaxed_grid,0.2975,11.662,200,6,0,6
geometry_proxy,20,0.01,14,local_replan,0.47819999999999996,21.040799999999997,260,6,0,6
geometry_proxy,20,0.01,15,scp_extracted,0.9964,36.306,231.4,5,0.022500000000000003,0.04000000000000001
geometry_proxy,20,0.01,15,scp_conservative,0.99925,38.0125,282.8125,5,0.0075,0.0625
geometry_proxy,20,0.01,15,scp_aggressive,0.9832,34.95,180.35,5,0.06,0.017499999999999998
geometry_proxy,20,0.01,15,exact_grid_lifted,1.0,38.699999999999996,1710,5,0,0
geometry_proxy,20,0.01,15,relaxed_grid,0.2975,10.397625,200,5,0,5
geometry_proxy,20,0.01,15,local_replan,0.47819999999999996,18.6498,260,5,0,5
geometry_proxy,20,0.01,16,scp_extracted,0.9928,36.312,232.8,10,0.045000000000000005,0.08000000000000002
geometry_proxy,20,0.01,16,scp_conservative,0.9985,38.025,285.625,10,0.015,0.125
geometry_proxy,20,0.01,16,scp_aggressive,0.9664,34.95,180.7,10,0.12,0.034999999999999996
geometry_proxy,20,0.01,16,exact_grid_lifted,1.0,38.699999999999996,1710,10,0,0
geometry_proxy,20,0.01,16,relaxed_grid,0.2975,10.397625,200,10,0,10
geometry_proxy,20,0.01,16,local_replan,0.47819999999999996,18.6498,260,10,0,10
geometry_proxy,20,0.01,17,scp_extracted,0.99064,41.7156,233.64,13,0.0585,0.10400000000000001
geometry_proxy,20,0.01,17,scp_conservative,0.99805,44.0325,287.3125,13,0.0195,0.1625
geometry_proxy,20,0.01,17,scp_aggressive,0.95632,40.05,180.91,13,0.156,0.0455
geometry_proxy,20,0.01,17,exact_grid_lifted,1.0,44.1,2130,13,0,0
geometry_proxy,20,0.01,17,relaxed_grid,0.2975,11.914874999999999,200,13,0,13
geometry_proxy,20,0.01,17,local_replan,0.47819999999999996,21.519,260,13,0,13
geometry_proxy,20,0.01,18,scp_extracted,0.99136,35.4144,233.36,12,0.054,0.096
geometry_proxy,20,0.01,18,scp_conservative,0.9982,37.03,286.75,12,0.018,0.15
geometry_proxy,20,0.01,18,scp_aggressive,0.95968,34.1,180.84,12,0.144,0.041999999999999996
geometry_proxy,20,0.01,18,exact_grid_lifted,1.0,37.8,1640,12,0,0
geometry_proxy,20,0.01,18,relaxed_grid,0.2975,10.14475,200,12,0,12
geometry_proxy,20,0.01,18,local_replan,0.47819999999999996,18.171599999999998,260,12,0,12
geometry_proxy,20,0.01,19,scp_extracted,0.9928,36.312,232.8,10,0.045000000000000005,0.08000000000000002
geometry_proxy,20,0.01,19,scp_conservative,0.9985,38.025,285.625,10,0.015,0.125
geometry_proxy,20,0.01,19,scp_aggressive,0.9664,34.95,180.7,10,0.12,0.034999999999999996
geometry_proxy,20,0.01,19,exact_grid_lifted,1.0,38.699999999999996,1710,10,0,0
geometry_proxy,20,0.01,19,relaxed_grid,0.2975,10.397625,200,10,0,10
geometry_proxy,20,0.01,19,local_replan,0.47819999999999996,18.6498,260,10,0,10
geometry_proxy,20,0.01,20,scp_extracted,0.9928,37.212,232.8,10,0.045000000000000005,0.08000000000000002
geometry_proxy,20,0.01,20,scp_conservative,0.9985,39.025,285.625,10,0.015,0.125
geometry_proxy,20,0.01,20,scp_aggressive,0.9664,35.8,180.7,10,0.12,0.034999999999999996
geometry_proxy,20,0.01,20,exact_grid_lifted,1.0,39.6,1780,10,0,0
geometry_proxy,20,0.01,20,relaxed_grid,0.2975,10.6505,200,10,0,10
geometry_proxy,20,0.01,20,local_replan,0.47819999999999996,19.128,260,10,0,10
geometry_proxy,20,0.01,21,scp_extracted,0.99568,38.1072,231.68,6,0.027,0.048
geometry_proxy,20,0.01,21,scp_conservative,0.9991,40.015,283.375,6,0.009,0.075
