corruption_type,false_negative_rate,false_positive_rate,method,replicates,mean_success,ci95_success,mean_cost,ci95_cost,mean_expansions,ci95_expansions,mean_pruned_commitments,ci95_pruned_commitments,mean_frontier_peak,ci95_frontier_peak
false_negative,0.0,0.0,scp_corrupted,30,1.0,0.0,41.2,0.526594437066539,220.45040862197013,7.243346232883233,9.2,0.5265944370665391,44.09008172439403,1.4486692465766464
false_negative,0.05,0.0,scp_corrupted,30,1.0,0.0,40.46666666666667,0.47671571164772897,211.5674797763721,6.915249276048614,8.043333333333333,0.4528799260653426,42.313495955274426,1.3830498552097223
false_negative,0.1,0.0,scp_corrupted,30,1.0,0.0,41.233333333333334,0.511997425759812,232.50924820806273,8.08419483972843,8.31,0.46079768318383096,46.50184964161254,1.6168389679456858
false_negative,0.25,0.0,scp_corrupted,30,1.0,0.0,41.06666666666667,0.5310477462641758,315.5410165868215,11.43339839022663,6.8,0.398285809698132,63.10820331736429,2.286679678045326
false_negative,0.5,0.0,scp_corrupted,30,1.0,0.0,40.833333333333336,0.5239323755024278,655.5369664480986,23.648324167624576,4.416666666666667,0.26196618775121383,131.10739328961975,4.7296648335249145
false_negative,0.75,0.0,scp_corrupted,30,1.0,0.0,40.8,0.44476996508204153,1288.7751116866423,41.424925711358135,2.2,0.11119249127051038,257.75502233732846,8.284985142271628
false_negative,1.0,0.0,scp_corrupted,30,1.0,0.0,40.93333333333333,0.5711112244137223,2279.7734834618163,86.42520067717776,0.0,0.0,455.9546966923633,17.285040135435548
false_positive,0.0,0.0,scp_corrupted,30,0.9982241498977278,0.001955447581787501,41.12659492150392,0.5291945722769917,220.45040862197013,7.243346232883233,9.2,0.5265944370665391,44.09008172439403,1.4486692465766464
false_positive,0.0,0.001,scp_corrupted,30,0.9860157382822726,0.002214441496978258,40.65508084351487,0.49636174053621085,218.26376503656874,7.588888685534621,9.251800000000001,0.5130214206113317,43.65275300731376,1.517777737106924
false_positive,0.0,0.005,scp_corrupted,30,0.9357024041795412,0.002118020459531308,38.20883806513564,0.5079017279204969,208.35747137167436,7.516441143573593,8.921666666666663,0.5291716992574518,41.671494274334876,1.503288228714719
false_positive,0.0,0.01,scp_corrupted,30,0.8709014973221905,0.00213948776254254,35.64825670212159,0.49916221328398613,206.26521993225953,7.819422918411321,9.111999999999998,0.5825334489019968,41.25304398645191,1.5638845836822637
false_positive,0.0,0.02,scp_corrupted,30,0.7396558070287572,0.001972561090683689,30.76916547865806,0.32665432987502674,200.91868372107413,5.754321214909459,9.984,0.45422565280812316,40.18373674421483,1.150864242981892
false_positive,0.0,0.05,scp_corrupted,30,0.34913936700829046,0.0021861127640055234,14.465998135395061,0.1837368851127618,166.86332630093796,4.928817320301275,10.376666666666667,0.5030666666666667,33.37266526018758,0.985763464060255
false_positive,0.0,0.1,scp_corrupted,30,0.0,0.0,0.0,0.0,110.63646197175545,3.66516833832586,11.359999999999998,0.5720588539772749,22.127292394351095,0.7330336676651722
mixed,0.25,0.005,scp_corrupted,30,0.9547541958852387,0.002023448524879684,38.95264607042007,0.41677423290218496,280.7551382737421,9.024274786662447,6.6659999999999995,0.3369132485496465,56.1510276547484,1.8048549573324892
mixed,0.5,0.005,scp_corrupted,30,0.9559014973221908,0.00213948776254254,39.12759003545492,0.547015773341107,505.3497888340359,19.157586150107733,4.533666666666666,0.289838946389964,101.06995776680715,3.8315172300215483
mixed,0.75,0.01,scp_corrupted,30,0.9108541649509653,0.0017336238029887095,37.102337666544905,0.4764401471624575,834.1727923693678,27.18589506855699,2.314333333333333,0.13624948136004492,166.8345584738736,5.437179013711399
