topology,method,replicates,mean_success,ci95_success,mean_cost,ci95_cost,mean_expansions,ci95_expansions,mean_pruned_commitments,ci95_pruned_commitments,mean_frontier_peak,ci95_frontier_peak
bypass,deadend_aware_astar,30,1.0,0.0,40.64500000000001,0.5974167039520405,611.8908083268902,22.853803983538572,3.445724132201888,0.05784118014215021,152.97270208172256,5.713450995884643
bypass,exact_lifted_astar,30,1.0,0.0,40.64500000000001,0.5974167039520405,3053.463681697642,70.66638037004445,0.0,0.0,671.7620099734813,15.546603681409778
bypass,greedy_local,30,0.5315327009793333,0.009807285789239334,21.041016049255003,0.4483403333909814,368.34715585544666,9.908366657454831,0.0,0.0,0.0,0.0
bypass,relaxed_agenda,30,0.09407096606364337,0.00432347383103598,3.8224615009226985,0.1826486236175351,553.3916643441497,11.784147276784616,0.0,0.0,0.0,0.0
bypass,scp_cut_obligations,30,1.0,0.0,40.64500000000001,0.5974167039520405,344.44097913309594,11.62607636369245,6.264952967639792,0.10516578207663672,61.99937624395725,2.0926937454646404
chain,deadend_aware_astar,30,1.0,0.0,39.870000000000005,0.5484579393758177,559.5958545327605,18.183009827225654,3.014528814723327,0.050550465989685635,139.89896363319014,4.545752456806413
chain,exact_lifted_astar,30,1.0,0.0,39.870000000000005,0.5484579393758177,2510.310609910484,62.337817492355576,0.0,0.0,552.2683341803064,13.71431984831823
chain,greedy_local,30,0.5435919788951789,0.011668834731541134,21.052308452561228,0.5179706058159677,335.9749134001177,8.01888072465318,0.0,0.0,0.0,0.0
chain,relaxed_agenda,30,0.10095440342176093,0.00441406779502196,4.024969172626791,0.1848498582424922,517.0695447606832,12.936120966051627,0.0,0.0,0.0,0.0
chain,scp_cut_obligations,30,1.0,0.0,39.870000000000005,0.5484579393758177,315.2756613099,7.727232784640731,5.480961481315137,0.0919099381630648,56.749619035782,1.3909019012353316
loop_collapse,deadend_aware_astar,30,1.0,0.0,41.353333333333325,0.4791317620070547,738.4499960967092,22.55527958171738,4.41797248336913,0.05824748372296399,184.6124990241773,5.638819895429345
loop_collapse,exact_lifted_astar,30,1.0,0.0,41.353333333333325,0.4791317620070547,4237.339600506827,89.60454651910226,0.0,0.0,932.214712111502,19.7130002342025
loop_collapse,greedy_local,30,0.4854157261895945,0.008530260463609315,19.50710151548147,0.47950338161896544,426.6226095908329,9.567737235674436,0.0,0.0,0.0,0.0
loop_collapse,relaxed_agenda,30,0.08208488676132461,0.004411635320914837,3.3889981640020896,0.17347767868989808,641.1081524420438,16.52764787365657,0.0,0.0,0.0,0.0
loop_collapse,scp_cut_obligations,30,1.0,0.0,41.353333333333325,0.4791317620070547,416.27309632679345,11.187389678498231,8.032677242489326,0.10590451585993452,74.92915733882282,2.0137301421296816
payload_orientation,deadend_aware_astar,30,1.0,0.0,40.84166666666666,0.5279413441238044,728.2422460681048,24.805434937791148,4.593069677915539,0.05670013719823072,182.0605615170262,6.201358734447787
payload_orientation,exact_lifted_astar,30,1.0,0.0,40.84166666666666,0.5279413441238044,4419.767881993204,80.26677304253491,0.0,0.0,972.348934038505,17.658690069357693
payload_orientation,greedy_local,30,0.482974724930813,0.011233404843713353,19.13961973172987,0.5729931177458262,443.7019010859589,10.60465432726762,0.0,0.0,0.0,0.0
payload_orientation,relaxed_agenda,30,0.07572868453236498,0.0045725565006617805,3.0968495005802095,0.2003668494097723,649.3489338621497,14.41705880642435,0.0,0.0,0.0,0.0
payload_orientation,scp_cut_obligations,30,1.0,0.0,40.84166666666666,0.5279413441238044,401.63689259556327,10.875753992571571,8.351035778028253,0.10309115854223767,72.29464066720136,1.957635718662883
room_grid,deadend_aware_astar,30,1.0,0.0,41.09166666666667,0.5502410199872677,696.1289574817346,24.283715049383073,3.9590666028765336,0.0528348658681992,174.03223937043364,6.070928762345768
room_grid,exact_lifted_astar,30,1.0,0.0,41.09166666666667,0.5502410199872677,3751.7205940952986,88.27237261915737,0.0,0.0,825.378530700966,19.41992197621462
room_grid,greedy_local,30,0.5085706941509642,0.011619778511471938,20.289057937824584,0.5322507041426611,406.4482276934395,9.088800059272442,0.0,0.0,0.0,0.0
room_grid,relaxed_agenda,30,0.08591063632230318,0.003726401860976926,3.532112085021343,0.1658700644777498,590.3757855839552,10.940558123524582,0.0,0.0,0.0,0.0
room_grid,scp_cut_obligations,30,1.0,0.0,41.09166666666667,0.5502410199872677,388.82246172831776,11.434376123696662,7.198302914320971,0.09606339248763494,69.9880431110972,2.0581877022653994
warehouse,deadend_aware_astar,30,1.0,0.0,41.691666666666656,0.5502410199872677,832.7924222996899,28.185796916995788,5.059066602876533,0.05283486586819925,208.19810557492247,7.046449229248947
warehouse,exact_lifted_astar,30,1.0,0.0,41.691666666666656,0.5502410199872677,5284.4231837909865,120.07621103533312,0.0,0.0,1162.5731004340166,26.41676642777329
warehouse,greedy_local,30,0.46057069415096424,0.011619778511471937,18.641613880633194,0.5228018780438521,486.82956785496117,10.490629142294667,0.0,0.0,0.0,0.0
warehouse,relaxed_agenda,30,0.06991063632230318,0.003726401860976926,2.9165918001480575,0.1647341770330296,688.3093161639796,12.705473503015293,0.0,0.0,0.0,0.0
warehouse,scp_cut_obligations,30,1.0,0.0,41.691666666666656,0.5502410199872677,465.20178306613644,13.309721042178836,9.198302914320971,0.09606339248763497,83.73632095190455,2.3957497875921905
