recovery_cost,recoverable_fraction,policy,replicates,mean_success,ci95_success,mean_cost,ci95_cost,mean_expansions,ci95_expansions,mean_recoveries,ci95_recoveries,mean_cut_count,ci95_cut_count
2,0.5,relaxed_planner,30,0.5199999999999997,1.2122398512571408e-16,17.4096,0.37859707404665693,92.83333333333333,3.0336304010148782,1.1258333333333332,0.10993153024040087,6.433333333333334,0.6281801728022905
2,0.5,strict_scp,30,1.0,0.0,47.01,1.0787616118366528,151.1,5.460534721826779,0.0,0.0,6.433333333333334,0.6281801728022905
2,1.0,exact_recovery,30,1.0,0.0,45.78261904761906,1.2019685825386461,1187.5,50.17706922352151,5.023809523809525,0.4721857547334312,7.033333333333333,0.6610600566268036
2,1.0,greedy_replan,30,0.8039999999999996,1.2122398512571408e-16,32.28060000000001,0.8068472731142259,193.2,8.028331075763441,3.1649999999999983,0.2974770254820616,7.033333333333333,0.6610600566268036
2,1.0,recovery_aware_scp,30,1.0,0.0,46.58444444444444,1.1831156317722669,205.76666666666668,7.359303486116487,4.688888888888889,0.4407067044178692,7.033333333333333,0.6610600566268036
2,1.0,relaxed_planner,30,0.8099999999999997,8.081599008380939e-17,26.989199999999997,0.6502948171368388,92.16666666666667,3.3451379482347665,2.461666666666666,0.2313710198193813,7.033333333333333,0.6610600566268036
2,1.0,strict_scp,30,1.0,0.0,47.309999999999995,1.2583275797386921,149.9,6.021248306822581,0.0,0.0,7.033333333333333,0.6610600566268036
5,0.0,exact_recovery,30,1.0,0.0,35.644999999999996,0.7767196884866245,1122.5,43.151093804812454,0.0,0.0,6.566666666666666,0.7075206724299359
5,0.0,greedy_replan,30,0.33,2.0203997520952348e-17,13.711499999999997,0.2847972191117622,192.4,6.904175008769995,0.0,0.0,6.566666666666666,0.7075206724299359
5,0.0,recovery_aware_scp,30,1.0,0.0,37.11333333333334,0.8054870843564989,193.03333333333333,6.328827091372492,0.0,0.0,6.566666666666666,0.7075206724299359
5,0.0,relaxed_planner,30,0.15500000000000017,5.0509993802380865e-17,5.1522000000000014,0.10701471263593486,91.83333333333333,2.876739586987497,0.0,0.0,6.566666666666666,0.7075206724299359
5,0.0,strict_scp,30,1.0,0.0,46.77,1.2718978944054835,149.3,5.178131256577494,0.0,0.0,6.566666666666666,0.7075206724299359
5,0.25,exact_recovery,30,1.0,0.0,38.31309523809524,0.8853822972369261,1147.5,49.21075366078099,0.49761904761904757,0.03766376756211704,6.966666666666667,0.5272927458696386
5,0.25,greedy_replan,30,0.43500000000000033,1.0101998760476173e-16,18.16125,0.4281335568487947,194.0,7.873720585724957,0.78375,0.05932043391033434,6.966666666666667,0.5272927458696386
5,0.25,recovery_aware_scp,30,1.0,0.0,38.75138888888889,0.9132364096967129,195.25,7.217577203581211,0.2902777777777778,0.021970531077901607,6.966666666666667,0.5272927458696386
5,0.25,relaxed_planner,30,0.3,2.0203997520952348e-17,10.020000000000003,0.2362116175717488,92.5,3.280716910718732,0.6095833333333331,0.04613811526359338,6.966666666666667,0.5272927458696386
5,0.25,strict_scp,30,1.0,0.0,47.370000000000005,1.2241332381843022,150.5,5.905290439293719,0.0,0.0,6.966666666666667,0.5272927458696386
5,0.5,exact_recovery,30,1.0,0.0,40.61357142857142,1.0954313448429203,1182.5,49.67959756069993,0.8857142857142858,0.09339767896892089,6.2,0.6537837527824464
5,0.5,greedy_replan,30,0.5399999999999996,1.6163198016761878e-16,22.761,0.536539653655559,197.2,7.9487356097119894,1.395,0.1471013443760504,6.2,0.6537837527824464
5,0.5,recovery_aware_scp,30,1.0,0.0,40.25666666666667,1.021975246992879,198.93333333333334,7.286340975569324,0.5166666666666666,0.054481979398537196,6.2,0.6537837527824464
5,0.5,relaxed_planner,30,0.44500000000000023,6.061199256285704e-17,15.005400000000002,0.35371873463218356,93.83333333333333,3.3119731707133298,1.085,0.11441215673692808,6.2,0.6537837527824464
5,0.5,strict_scp,30,1.0,0.0,47.16,1.4401344075204014,152.9,5.961551707283992,0.0,0.0,6.2,0.6537837527824464
5,1.0,exact_recovery,30,1.0,0.0,45.54976190476191,1.080997813573271,1182.5,45.39515772444882,1.980952380952381,0.14689971036123442,6.933333333333334,0.5141489862643205
5,1.0,greedy_replan,30,0.75,0.0,31.1625,0.6809273658667323,192.4,7.263225235911812,3.1199999999999997,0.23136704381894418,6.933333333333334,0.5141489862643205
5,1.0,recovery_aware_scp,30,1.0,0.0,42.89111111111111,0.9371598514722981,196.03333333333333,6.657956466252495,1.1555555555555557,0.08569149771072004,6.933333333333334,0.5141489862643205
5,1.0,relaxed_planner,30,0.7349999999999997,1.2122398512571408e-16,24.431400000000004,0.5338470548395183,91.83333333333333,3.0263438482965888,2.4266666666666667,0.17995214519251215,6.933333333333334,0.5141489862643205
5,1.0,strict_scp,30,1.0,0.0,47.1,1.1699014282084357,149.3,5.447418926933858,0.0,0.0,6.933333333333334,0.5141489862643205
10,0.0,exact_recovery,30,1.0,0.0,36.81500000000001,0.7578406902008753,1187.5,42.10226056671525,0.0,0.0,6.566666666666666,0.511997425759812
10,0.0,greedy_replan,30,0.24000000000000016,6.061199256285704e-17,10.883999999999999,0.2020908507202332,202.8,6.736361690674439,0.0,0.0,6.566666666666666,0.511997425759812
10,0.0,recovery_aware_scp,30,1.0,0.0,38.32666666666665,0.7859088639120175,202.56666666666666,6.17499821645157,0.0,0.0,6.566666666666666,0.511997425759812
10,0.0,relaxed_planner,30,0.030000000000000027,0.0,1.0284000000000013,0.020209085072023347,96.16666666666667,2.80681737111435,0.0,0.0,6.566666666666666,0.511997425759812
10,0.0,strict_scp,30,1.0,0.0,48.32999999999999,0.9952970265375468,157.1,5.05227126800583,0.0,0.0,6.566666666666666,0.511997425759812
10,0.25,exact_recovery,30,1.0,0.0,35.375,0.8978252690769533,1122.5,49.87918161538629,0.0,0.0,6.533333333333333,0.7078326533398269
10,0.25,greedy_replan,30,0.3450000000000001,2.0203997520952348e-17,15.093750000000002,0.34416635314616534,190.0,7.980669058461807,0.7349999999999998,0.07963117350073053,6.533333333333333,0.7078326533398269
10,0.25,recovery_aware_scp,30,1.0,0.0,36.83333333333333,0.9310780568205438,190.83333333333334,7.31561330358999,0.0,0.0,6.533333333333333,0.7078326533398269
10,0.25,relaxed_planner,30,0.1749999999999999,5.0509993802380865e-17,5.775000000000002,0.13966170852308155,90.83333333333333,3.325278774359086,0.5716666666666667,0.06193535716723486,6.533333333333333,0.7078326533398269
10,0.25,strict_scp,30,1.0,0.0,46.379999999999995,1.439637609572823,147.5,5.985501793846355,0.0,0.0,6.533333333333333,0.7078326533398269
10,0.5,exact_recovery,30,1.0,0.0,35.915,0.8480432332830927,1167.5,47.113512960171796,0.0,0.0,6.066666666666666,0.48770420028248695
10,0.5,greedy_replan,30,0.4499999999999998,8.081599008380939e-17,19.957499999999996,0.4240216166415461,194.8,7.538162073627488,1.365,0.10973344506355952,6.066666666666666,0.48770420028248695
10,0.5,recovery_aware_scp,30,1.0,0.0,37.39333333333334,0.8794522419232067,195.23333333333332,6.909981900825197,0.0,0.0,6.066666666666666,0.48770420028248695
10,0.5,relaxed_planner,30,0.32000000000000023,6.061199256285704e-17,10.713600000000005,0.24122118635607967,92.83333333333333,3.140900864011453,1.0616666666666668,0.0853482350494352,6.066666666666666,0.48770420028248695
10,0.5,strict_scp,30,1.0,0.0,46.679999999999986,1.2921245504180714,151.1,5.6536215552206155,0.0,0.0,6.066666666666666,0.48770420028248695
10,1.0,exact_recovery,30,1.0,0.0,36.14,0.6941011314568327,1210.0,38.56117396982403,0.0,0.0,5.866666666666666,0.5997723195088636
10,1.0,greedy_replan,30,0.66,4.0407995041904695e-17,29.436000000000014,0.5090074964016772,196.8,6.169787835171846,2.6399999999999997,0.2698975437789885,5.866666666666666,0.5997723195088636
10,1.0,recovery_aware_scp,30,1.0,0.0,37.626666666666665,0.7198085807700486,197.06666666666666,5.655638848907524,0.0,0.0,5.866666666666666,0.5997723195088636
10,1.0,relaxed_planner,30,0.6099999999999998,8.081599008380939e-17,20.544799999999995,0.3763570579454824,93.66666666666667,2.570744931321602,2.053333333333333,0.20992031182810217,5.866666666666666,0.5997723195088636
10,1.0,strict_scp,30,1.0,0.0,46.8,1.1167196789612466,152.6,4.6273408763788835,0.0,0.0,5.866666666666666,0.5997723195088636
