family,recovery_cost,recoverable_fraction,seed,policy,success,cost,expansions,recoveries,cut_count
nonmonotone_recovery,2,0.0,16,strict_scp,1.0,51.9,173,0,7
nonmonotone_recovery,2,0.0,16,recovery_aware_scp,1.0,40.8,222.0,0.0,7
nonmonotone_recovery,2,0.0,16,exact_recovery,1.0,39.2,1320.0,0.0,7
nonmonotone_recovery,2,0.0,16,relaxed_planner,0.23000000000000004,8.372000000000002,105,0.0,7
nonmonotone_recovery,2,0.0,16,greedy_replan,0.384,16.896,224,0.0,7
nonmonotone_recovery,2,0.0,17,strict_scp,1.0,43.8,137,0,6
nonmonotone_recovery,2,0.0,17,recovery_aware_scp,1.0,35.2,178.0,0.0,6
nonmonotone_recovery,2,0.0,17,exact_recovery,1.0,33.8,1020.0,0.0,6
nonmonotone_recovery,2,0.0,17,relaxed_planner,0.23000000000000004,7.268000000000002,85,0.0,6
nonmonotone_recovery,2,0.0,17,greedy_replan,0.384,14.592,176,0.0,6
nonmonotone_recovery,2,0.0,18,strict_scp,1.0,47.400000000000006,146,0,8
nonmonotone_recovery,2,0.0,18,recovery_aware_scp,1.0,36.6,189.0,0.0,8
nonmonotone_recovery,2,0.0,18,exact_recovery,1.0,35.15,1095.0,0.0,8
nonmonotone_recovery,2,0.0,18,relaxed_planner,0.23000000000000004,7.5440000000000005,90,0.0,8
nonmonotone_recovery,2,0.0,18,greedy_replan,0.384,15.168000000000001,188,0.0,8
nonmonotone_recovery,2,0.0,19,strict_scp,1.0,50.1,173,0,5
nonmonotone_recovery,2,0.0,19,recovery_aware_scp,1.0,40.8,222.0,0.0,5
nonmonotone_recovery,2,0.0,19,exact_recovery,1.0,39.2,1320.0,0.0,5
nonmonotone_recovery,2,0.0,19,relaxed_planner,0.23000000000000004,8.372000000000002,105,0.0,5
nonmonotone_recovery,2,0.0,19,greedy_replan,0.384,16.896,224,0.0,5
nonmonotone_recovery,2,0.0,20,strict_scp,1.0,42.9,128,0,7
nonmonotone_recovery,2,0.0,20,recovery_aware_scp,1.0,33.8,167.0,0.0,7
nonmonotone_recovery,2,0.0,20,exact_recovery,1.0,32.45,945.0,0.0,7
nonmonotone_recovery,2,0.0,20,relaxed_planner,0.23000000000000004,6.992000000000001,80,0.0,7
nonmonotone_recovery,2,0.0,20,greedy_replan,0.384,14.016,164,0.0,7
nonmonotone_recovery,2,0.0,21,strict_scp,1.0,51.0,164,0,8
nonmonotone_recovery,2,0.0,21,recovery_aware_scp,1.0,39.4,211.0,0.0,8
nonmonotone_recovery,2,0.0,21,exact_recovery,1.0,37.85,1245.0,0.0,8
nonmonotone_recovery,2,0.0,21,relaxed_planner,0.23000000000000004,8.096000000000002,100,0.0,8
nonmonotone_recovery,2,0.0,21,greedy_replan,0.384,16.32,212,0.0,8
nonmonotone_recovery,2,0.0,22,strict_scp,1.0,45.6,155,0,4
nonmonotone_recovery,2,0.0,22,recovery_aware_scp,1.0,38.0,200.0,0.0,4
nonmonotone_recovery,2,0.0,22,exact_recovery,1.0,36.5,1170.0,0.0,4
nonmonotone_recovery,2,0.0,22,relaxed_planner,0.23000000000000004,7.820000000000001,95,0.0,4
nonmonotone_recovery,2,0.0,22,greedy_replan,0.384,15.744,200,0.0,4
nonmonotone_recovery,2,0.0,23,strict_scp,1.0,46.5,146,0,7
nonmonotone_recovery,2,0.0,23,recovery_aware_scp,1.0,36.6,189.0,0.0,7
nonmonotone_recovery,2,0.0,23,exact_recovery,1.0,35.15,1095.0,0.0,7
nonmonotone_recovery,2,0.0,23,relaxed_planner,0.23000000000000004,7.5440000000000005,90,0.0,7
nonmonotone_recovery,2,0.0,23,greedy_replan,0.384,15.168000000000001,188,0.0,7
nonmonotone_recovery,2,0.0,24,strict_scp,1.0,47.4,155,0,6
nonmonotone_recovery,2,0.0,24,recovery_aware_scp,1.0,38.0,200.0,0.0,6
nonmonotone_recovery,2,0.0,24,exact_recovery,1.0,36.5,1170.0,0.0,6
nonmonotone_recovery,2,0.0,24,relaxed_planner,0.23000000000000004,7.820000000000001,95,0.0,6
nonmonotone_recovery,2,0.0,24,greedy_replan,0.384,15.744,200,0.0,6
nonmonotone_recovery,2,0.0,25,strict_scp,1.0,43.800000000000004,128,0,8
nonmonotone_recovery,2,0.0,25,recovery_aware_scp,1.0,33.8,167.0,0.0,8
nonmonotone_recovery,2,0.0,25,exact_recovery,1.0,32.45,945.0,0.0,8
nonmonotone_recovery,2,0.0,25,relaxed_planner,0.23000000000000004,6.992000000000001,80,0.0,8
nonmonotone_recovery,2,0.0,25,greedy_replan,0.384,14.016,164,0.0,8
nonmonotone_recovery,2,0.0,26,strict_scp,1.0,40.2,128,0,4
nonmonotone_recovery,2,0.0,26,recovery_aware_scp,1.0,33.8,167.0,0.0,4
nonmonotone_recovery,2,0.0,26,exact_recovery,1.0,32.45,945.0,0.0,4
nonmonotone_recovery,2,0.0,26,relaxed_planner,0.23000000000000004,6.992000000000001,80,0.0,4
nonmonotone_recovery,2,0.0,26,greedy_replan,0.384,14.016,164,0.0,4
nonmonotone_recovery,2,0.0,27,strict_scp,1.0,48.3,164,0,5
nonmonotone_recovery,2,0.0,27,recovery_aware_scp,1.0,39.4,211.0,0.0,5
nonmonotone_recovery,2,0.0,27,exact_recovery,1.0,37.85,1245.0,0.0,5
nonmonotone_recovery,2,0.0,27,relaxed_planner,0.23000000000000004,8.096000000000002,100,0.0,5
nonmonotone_recovery,2,0.0,27,greedy_replan,0.384,16.32,212,0.0,5
nonmonotone_recovery,2,0.0,28,strict_scp,1.0,48.3,155,0,7
nonmonotone_recovery,2,0.0,28,recovery_aware_scp,1.0,38.0,200.0,0.0,7
nonmonotone_recovery,2,0.0,28,exact_recovery,1.0,36.5,1170.0,0.0,7
nonmonotone_recovery,2,0.0,28,relaxed_planner,0.23000000000000004,7.820000000000001,95,0.0,7
nonmonotone_recovery,2,0.0,28,greedy_replan,0.384,15.744,200,0.0,7
nonmonotone_recovery,2,0.0,29,strict_scp,1.0,45.6,137,0,8
nonmonotone_recovery,2,0.0,29,recovery_aware_scp,1.0,35.2,178.0,0.0,8
nonmonotone_recovery,2,0.0,29,exact_recovery,1.0,33.8,1020.0,0.0,8
nonmonotone_recovery,2,0.0,29,relaxed_planner,0.23000000000000004,7.268000000000002,85,0.0,8
nonmonotone_recovery,2,0.0,29,greedy_replan,0.384,14.592,176,0.0,8
nonmonotone_recovery,2,0.25,0,strict_scp,1.0,44.7,146,0,5
nonmonotone_recovery,2,0.25,0,recovery_aware_scp,1.0,38.266666666666666,192.0,0.8333333333333333,5
nonmonotone_recovery,2,0.25,0,exact_recovery,1.0,36.93571428571428,1110.0,0.8928571428571429,5
nonmonotone_recovery,2,0.25,0,relaxed_planner,0.37500000000000006,12.3,90,0.4375,5
nonmonotone_recovery,2,0.25,0,greedy_replan,0.48900000000000005,19.3155,188,0.5625,5
nonmonotone_recovery,2,0.25,1,strict_scp,1.0,48.300000000000004,146,0,9
nonmonotone_recovery,2,0.25,1,recovery_aware_scp,1.0,39.6,192.0,1.5,9
nonmonotone_recovery,2,0.25,1,exact_recovery,1.0,38.364285714285714,1110.0,1.6071428571428572,9
nonmonotone_recovery,2,0.25,1,relaxed_planner,0.37500000000000006,12.3,90,0.7875,9
nonmonotone_recovery,2,0.25,1,greedy_replan,0.48900000000000005,19.3155,188,1.0125,9
nonmonotone_recovery,2,0.25,2,strict_scp,1.0,41.1,128,0,5
nonmonotone_recovery,2,0.25,2,recovery_aware_scp,1.0,35.46666666666666,170.0,0.8333333333333333,5
nonmonotone_recovery,2,0.25,2,exact_recovery,1.0,34.23571428571429,960.0,0.8928571428571429,5
nonmonotone_recovery,2,0.25,2,relaxed_planner,0.37500000000000006,11.4,80,0.4375,5
nonmonotone_recovery,2,0.25,2,greedy_replan,0.48900000000000005,17.8485,164,0.5625,5
nonmonotone_recovery,2,0.25,3,strict_scp,1.0,43.800000000000004,128,0,8
nonmonotone_recovery,2,0.25,3,recovery_aware_scp,1.0,36.46666666666666,170.0,1.3333333333333333,8
nonmonotone_recovery,2,0.25,3,exact_recovery,1.0,35.30714285714286,960.0,1.4285714285714286,8
nonmonotone_recovery,2,0.25,3,relaxed_planner,0.37500000000000006,11.4,80,0.7,8
nonmonotone_recovery,2,0.25,3,greedy_replan,0.48900000000000005,17.8485,164,0.9,8
nonmonotone_recovery,2,0.25,4,strict_scp,1.0,47.400000000000006,146,0,8
nonmonotone_recovery,2,0.25,4,recovery_aware_scp,1.0,39.266666666666666,192.0,1.3333333333333333,8
nonmonotone_recovery,2,0.25,4,exact_recovery,1.0,38.00714285714285,1110.0,1.4285714285714286,8
nonmonotone_recovery,2,0.25,4,relaxed_planner,0.37500000000000006,12.3,90,0.7,8
nonmonotone_recovery,2,0.25,4,greedy_replan,0.48900000000000005,19.3155,188,0.9,8
nonmonotone_recovery,2,0.25,5,strict_scp,1.0,49.199999999999996,164,0,6
nonmonotone_recovery,2,0.25,5,recovery_aware_scp,1.0,41.4,214.0,1.0,6
nonmonotone_recovery,2,0.25,5,exact_recovery,1.0,39.99285714285715,1260.0,1.0714285714285714,6
nonmonotone_recovery,2,0.25,5,relaxed_planner,0.37500000000000006,13.200000000000003,100,0.5249999999999999,6
nonmonotone_recovery,2,0.25,5,greedy_replan,0.48900000000000005,20.782500000000002,212,0.675,6
nonmonotone_recovery,2,0.25,6,strict_scp,1.0,51.0,173,0,6
nonmonotone_recovery,2,0.25,6,recovery_aware_scp,1.0,42.8,225.0,1.0,6
nonmonotone_recovery,2,0.25,6,exact_recovery,1.0,41.34285714285715,1335.0,1.0714285714285714,6
nonmonotone_recovery,2,0.25,6,relaxed_planner,0.37500000000000006,13.650000000000002,105,0.5249999999999999,6
nonmonotone_recovery,2,0.25,6,greedy_replan,0.48900000000000005,21.516000000000002,224,0.675,6
nonmonotone_recovery,2,0.25,7,strict_scp,1.0,40.2,128,0,4
nonmonotone_recovery,2,0.25,7,recovery_aware_scp,1.0,35.13333333333333,170.0,0.6666666666666666,4
nonmonotone_recovery,2,0.25,7,exact_recovery,1.0,33.87857142857143,960.0,0.7142857142857143,4
nonmonotone_recovery,2,0.25,7,relaxed_planner,0.37500000000000006,11.4,80,0.35,4
nonmonotone_recovery,2,0.25,7,greedy_replan,0.48900000000000005,17.8485,164,0.45,4
nonmonotone_recovery,2,0.25,8,strict_scp,1.0,52.800000000000004,173,0,8
nonmonotone_recovery,2,0.25,8,recovery_aware_scp,1.0,43.46666666666666,225.0,1.3333333333333333,8
nonmonotone_recovery,2,0.25,8,exact_recovery,1.0,42.05714285714286,1335.0,1.4285714285714286,8
nonmonotone_recovery,2,0.25,8,relaxed_planner,0.37500000000000006,13.650000000000002,105,0.7,8
nonmonotone_recovery,2,0.25,8,greedy_replan,0.48900000000000005,21.516000000000002,224,0.9,8
nonmonotone_recovery,2,0.25,9,strict_scp,1.0,44.699999999999996,137,0,7
nonmonotone_recovery,2,0.25,9,recovery_aware_scp,1.0,37.53333333333334,181.0,1.1666666666666665,7
nonmonotone_recovery,2,0.25,9,exact_recovery,1.0,36.3,1035.0,1.25,7
nonmonotone_recovery,2,0.25,9,relaxed_planner,0.37500000000000006,11.850000000000001,85,0.6124999999999999,7
nonmonotone_recovery,2,0.25,9,greedy_replan,0.48900000000000005,18.582,176,0.7875,7
nonmonotone_recovery,2,0.25,10,strict_scp,1.0,51.9,173,0,7
nonmonotone_recovery,2,0.25,10,recovery_aware_scp,1.0,43.13333333333333,225.0,1.1666666666666665,7
nonmonotone_recovery,2,0.25,10,exact_recovery,1.0,41.7,1335.0,1.25,7
nonmonotone_recovery,2,0.25,10,relaxed_planner,0.37500000000000006,13.650000000000002,105,0.6124999999999999,7
nonmonotone_recovery,2,0.25,10,greedy_replan,0.48900000000000005,21.516000000000002,224,0.7875,7
nonmonotone_recovery,2,0.25,11,strict_scp,1.0,48.300000000000004,146,0,9
nonmonotone_recovery,2,0.25,11,recovery_aware_scp,1.0,39.6,192.0,1.5,9
nonmonotone_recovery,2,0.25,11,exact_recovery,1.0,38.364285714285714,1110.0,1.6071428571428572,9
nonmonotone_recovery,2,0.25,11,relaxed_planner,0.37500000000000006,12.3,90,0.7875,9
nonmonotone_recovery,2,0.25,11,greedy_replan,0.48900000000000005,19.3155,188,1.0125,9
nonmonotone_recovery,2,0.25,12,strict_scp,1.0,40.2,128,0,4
nonmonotone_recovery,2,0.25,12,recovery_aware_scp,1.0,35.13333333333333,170.0,0.6666666666666666,4
nonmonotone_recovery,2,0.25,12,exact_recovery,1.0,33.87857142857143,960.0,0.7142857142857143,4
nonmonotone_recovery,2,0.25,12,relaxed_planner,0.37500000000000006,11.4,80,0.35,4
nonmonotone_recovery,2,0.25,12,greedy_replan,0.48900000000000005,17.8485,164,0.45,4
nonmonotone_recovery,2,0.25,13,strict_scp,1.0,48.3,164,0,5
nonmonotone_recovery,2,0.25,13,recovery_aware_scp,1.0,41.06666666666666,214.0,0.8333333333333333,5
nonmonotone_recovery,2,0.25,13,exact_recovery,1.0,39.635714285714286,1260.0,0.8928571428571429,5
nonmonotone_recovery,2,0.25,13,relaxed_planner,0.37500000000000006,13.200000000000003,100,0.4375,5
nonmonotone_recovery,2,0.25,13,greedy_replan,0.48900000000000005,20.782500000000002,212,0.5625,5
nonmonotone_recovery,2,0.25,14,strict_scp,1.0,40.2,128,0,4
nonmonotone_recovery,2,0.25,14,recovery_aware_scp,1.0,35.13333333333333,170.0,0.6666666666666666,4
nonmonotone_recovery,2,0.25,14,exact_recovery,1.0,33.87857142857143,960.0,0.7142857142857143,4
nonmonotone_recovery,2,0.25,14,relaxed_planner,0.37500000000000006,11.4,80,0.35,4
nonmonotone_recovery,2,0.25,14,greedy_replan,0.48900000000000005,17.8485,164,0.45,4
nonmonotone_recovery,2,0.25,15,strict_scp,1.0,51.0,164,0,8
nonmonotone_recovery,2,0.25,15,recovery_aware_scp,1.0,42.06666666666666,214.0,1.3333333333333333,8
nonmonotone_recovery,2,0.25,15,exact_recovery,1.0,40.707142857142856,1260.0,1.4285714285714286,8
nonmonotone_recovery,2,0.25,15,relaxed_planner,0.37500000000000006,13.200000000000003,100,0.7,8
nonmonotone_recovery,2,0.25,15,greedy_replan,0.48900000000000005,20.782500000000002,212,0.9,8
nonmonotone_recovery,2,0.25,16,strict_scp,1.0,49.2,155,0,8
nonmonotone_recovery,2,0.25,16,recovery_aware_scp,1.0,40.666666666666664,203.0,1.3333333333333333,8
nonmonotone_recovery,2,0.25,16,exact_recovery,1.0,39.357142857142854,1185.0,1.4285714285714286,8
nonmonotone_recovery,2,0.25,16,relaxed_planner,0.37500000000000006,12.750000000000002,95,0.7,8
nonmonotone_recovery,2,0.25,16,greedy_replan,0.48900000000000005,20.049000000000003,200,0.9,8
nonmonotone_recovery,2,0.25,17,strict_scp,1.0,42.0,128,0,6
nonmonotone_recovery,2,0.25,17,recovery_aware_scp,1.0,35.8,170.0,1.0,6
nonmonotone_recovery,2,0.25,17,exact_recovery,1.0,34.59285714285715,960.0,1.0714285714285714,6
nonmonotone_recovery,2,0.25,17,relaxed_planner,0.37500000000000006,11.4,80,0.5249999999999999,6
nonmonotone_recovery,2,0.25,17,greedy_replan,0.48900000000000005,17.8485,164,0.675,6
nonmonotone_recovery,2,0.25,18,strict_scp,1.0,43.800000000000004,146,0,4
nonmonotone_recovery,2,0.25,18,recovery_aware_scp,1.0,37.93333333333334,192.0,0.6666666666666666,4
nonmonotone_recovery,2,0.25,18,exact_recovery,1.0,36.57857142857143,1110.0,0.7142857142857143,4
nonmonotone_recovery,2,0.25,18,relaxed_planner,0.37500000000000006,12.3,90,0.35,4
nonmonotone_recovery,2,0.25,18,greedy_replan,0.48900000000000005,19.3155,188,0.45,4
nonmonotone_recovery,2,0.25,19,strict_scp,1.0,42.9,128,0,7
nonmonotone_recovery,2,0.25,19,recovery_aware_scp,1.0,36.13333333333333,170.0,1.1666666666666665,7
nonmonotone_recovery,2,0.25,19,exact_recovery,1.0,34.95,960.0,1.25,7
nonmonotone_recovery,2,0.25,19,relaxed_planner,0.37500000000000006,11.4,80,0.6124999999999999,7
nonmonotone_recovery,2,0.25,19,greedy_replan,0.48900000000000005,17.8485,164,0.7875,7
nonmonotone_recovery,2,0.25,20,strict_scp,1.0,41.1,128,0,5
nonmonotone_recovery,2,0.25,20,recovery_aware_scp,1.0,35.46666666666666,170.0,0.8333333333333333,5
nonmonotone_recovery,2,0.25,20,exact_recovery,1.0,34.23571428571429,960.0,0.8928571428571429,5
nonmonotone_recovery,2,0.25,20,relaxed_planner,0.37500000000000006,11.4,80,0.4375,5
nonmonotone_recovery,2,0.25,20,greedy_replan,0.48900000000000005,17.8485,164,0.5625,5
nonmonotone_recovery,2,0.25,21,strict_scp,1.0,41.1,128,0,5
nonmonotone_recovery,2,0.25,21,recovery_aware_scp,1.0,35.46666666666666,170.0,0.8333333333333333,5
nonmonotone_recovery,2,0.25,21,exact_recovery,1.0,34.23571428571429,960.0,0.8928571428571429,5
nonmonotone_recovery,2,0.25,21,relaxed_planner,0.37500000000000006,11.4,80,0.4375,5
nonmonotone_recovery,2,0.25,21,greedy_replan,0.48900000000000005,17.8485,164,0.5625,5
nonmonotone_recovery,2,0.25,22,strict_scp,1.0,45.6,155,0,4
nonmonotone_recovery,2,0.25,22,recovery_aware_scp,1.0,39.333333333333336,203.0,0.6666666666666666,4
nonmonotone_recovery,2,0.25,22,exact_recovery,1.0,37.92857142857143,1185.0,0.7142857142857143,4
nonmonotone_recovery,2,0.25,22,relaxed_planner,0.37500000000000006,12.750000000000002,95,0.35,4
nonmonotone_recovery,2,0.25,22,greedy_replan,0.48900000000000005,20.049000000000003,200,0.45,4
nonmonotone_recovery,2,0.25,23,strict_scp,1.0,50.099999999999994,164,0,7
nonmonotone_recovery,2,0.25,23,recovery_aware_scp,1.0,41.733333333333334,214.0,1.1666666666666665,7
nonmonotone_recovery,2,0.25,23,exact_recovery,1.0,40.35,1260.0,1.25,7
nonmonotone_recovery,2,0.25,23,relaxed_planner,0.37500000000000006,13.200000000000003,100,0.6124999999999999,7
nonmonotone_recovery,2,0.25,23,greedy_replan,0.48900000000000005,20.782500000000002,212,0.7875,7
nonmonotone_recovery,2,0.25,24,strict_scp,1.0,42.9,128,0,7
nonmonotone_recovery,2,0.25,24,recovery_aware_scp,1.0,36.13333333333333,170.0,1.1666666666666665,7
nonmonotone_recovery,2,0.25,24,exact_recovery,1.0,34.95,960.0,1.25,7
nonmonotone_recovery,2,0.25,24,relaxed_planner,0.37500000000000006,11.4,80,0.6124999999999999,7
nonmonotone_recovery,2,0.25,24,greedy_replan,0.48900000000000005,17.8485,164,0.7875,7
nonmonotone_recovery,2,0.25,25,strict_scp,1.0,45.6,137,0,8
nonmonotone_recovery,2,0.25,25,recovery_aware_scp,1.0,37.86666666666667,181.0,1.3333333333333333,8
nonmonotone_recovery,2,0.25,25,exact_recovery,1.0,36.65714285714285,1035.0,1.4285714285714286,8
nonmonotone_recovery,2,0.25,25,relaxed_planner,0.37500000000000006,11.850000000000001,85,0.7,8
nonmonotone_recovery,2,0.25,25,greedy_replan,0.48900000000000005,18.582,176,0.9,8
nonmonotone_recovery,2,0.25,26,strict_scp,1.0,43.8,137,0,6
nonmonotone_recovery,2,0.25,26,recovery_aware_scp,1.0,37.2,181.0,1.0,6
nonmonotone_recovery,2,0.25,26,exact_recovery,1.0,35.94285714285714,1035.0,1.0714285714285714,6
nonmonotone_recovery,2,0.25,26,relaxed_planner,0.37500000000000006,11.850000000000001,85,0.5249999999999999,6
nonmonotone_recovery,2,0.25,26,greedy_replan,0.48900000000000005,18.582,176,0.675,6
nonmonotone_recovery,2,0.25,27,strict_scp,1.0,44.699999999999996,137,0,7
nonmonotone_recovery,2,0.25,27,recovery_aware_scp,1.0,37.53333333333334,181.0,1.1666666666666665,7
nonmonotone_recovery,2,0.25,27,exact_recovery,1.0,36.3,1035.0,1.25,7
nonmonotone_recovery,2,0.25,27,relaxed_planner,0.37500000000000006,11.850000000000001,85,0.6124999999999999,7
nonmonotone_recovery,2,0.25,27,greedy_replan,0.48900000000000005,18.582,176,0.7875,7
nonmonotone_recovery,2,0.25,28,strict_scp,1.0,45.6,146,0,6
nonmonotone_recovery,2,0.25,28,recovery_aware_scp,1.0,38.6,192.0,1.0,6
nonmonotone_recovery,2,0.25,28,exact_recovery,1.0,37.292857142857144,1110.0,1.0714285714285714,6
